"caution_order_id","corridor_code","zone","section_from","section_to","track_line","km_from","km_to","normal_sectional_speed_kmph","imposed_caution_speed_kmph","speed_drop_kmph","speed_drop_pct","restriction_reason","triggering_defect_code","triggering_defect_name","defect_category","imposition_timestamp","planned_lifting_timestamp","actual_lifting_timestamp","status","average_train_detention_min","daily_impacted_trains_count","coa_direct_feed_synced","correlated_bdms_block_id","responsible_pway_officer","caution_board_displayed"
"COA-NR-2026-02870","DLI-AMB","NR","PNP","KUN","DN_MAIN","164.798","165.501","100","20","80","80","Weld Defect","RW_VERT","Rail Wear — Vertical","STRUCTURAL","2026-06-27T11:54:00.000Z","2026-09-08T16:32:00.000Z","","ACTIVE","5","131","true","BDMS-NR-BLK-29499","P. Nair JE/P-Way","true"
"COA-SR-2026-02871","MAS-SBC","SR","JTJ","BWT","SINGLE_LINE","212.343","213.299","130","30","100","76.9","Formation Failure","KINK_RAIL","Kinked Rail","STRUCTURAL","2026-08-05T10:49:00.000Z","2026-08-11T06:30:00.000Z","2026-08-27T09:49:00.000Z","LIFTED","6.3","138","true","BDMS-SR-BLK-15910","P. Nair JE/P-Way","true"
"COA-ER-2026-02872","HWH-ASN","ER","BWN","PAN","LOOP_LINE","1.521","3.431","100","20","80","80","Ballast Deficiency","BALL_INSUFF","Insufficient Ballast Cushion","FOUNDATION","2026-06-18T21:22:00.000Z","2026-09-03T15:39:00.000Z","2026-08-14T11:47:00.000Z","LIFTED","9.9","129","true","BDMS-ER-BLK-21568","K. Joshi SE/P-Way","true"
"COA-SR-2026-02873","MAS-SBC","SR","AJJ","KPD","LOOP_LINE","39.527","42.526","100","45","55","55","Gauge Variation","ALIGN_LAT","Alignment — Lateral","GEOMETRIC","2026-07-07T14:13:00.000Z","2026-08-26T19:48:00.000Z","","ACTIVE","3.4","78","true","BDMS-SR-BLK-21276","V. Gupta AEN","true"
"COA-SCR-2026-02874","SC-BZA","SCR","KZJ","WLMD","UP_MAIN","14.923","17.933","110","75","35","31.8","Formation Failure","RW_LAT","Rail Wear — Lateral","STRUCTURAL","2026-08-18T19:16:00.000Z","2026-09-08T13:34:00.000Z","2026-08-21T15:37:00.000Z","LIFTED","3.5","99","true","BDMS-SCR-BLK-71238","K. Joshi SE/P-Way","true"
"COA-SR-2026-02875","MAS-SBC","SR","AJJ","KPD","DN_MAIN","206.428","207.263","100","75","25","25","Gauge Variation","KINK_RAIL","Kinked Rail","STRUCTURAL","2026-07-27T12:11:00.000Z","2026-08-15T14:25:00.000Z","2026-09-12T07:26:00.000Z","LIFTED","3.2","99","true","BDMS-SR-BLK-16799","K. Joshi SE/P-Way","true"
"COA-CR-2026-02876","CSTM-PUNE","CR","LNV","PUNE","LOOP_LINE","86.864","88.592","100","15","85","85","Rail Fracture","SUPER_ELEV","Superelevation Error","GEOMETRIC","2026-08-20T07:26:00.000Z","2026-08-09T13:24:00.000Z","2026-08-16T06:11:00.000Z","LIFTED","9.5","168","true","BDMS-CR-BLK-82173","D. Reddy SSE/P-Way","true"
"COA-WR-2026-02877","BCT-ADI","WR","BVI","PLG","SINGLE_LINE","329.2","332.511","130","30","100","76.9","Weld Defect","BALL_INSUFF","Insufficient Ballast Cushion","FOUNDATION","2026-08-06T20:06:00.000Z","2026-08-11T12:08:00.000Z","","RAMPING","6.4","108","true","BDMS-WR-BLK-17107","D. Reddy SSE/P-Way","true"
"COA-NR-2026-02878","NDLS-CNB","NR","ETW","CNB","UP_MAIN","378.283","380.548","100","45","55","55","Ballast Deficiency","GAUGE_WIDE","Gauge — Wide","GEOMETRIC","2026-08-10T11:45:00.000Z","2026-08-05T16:57:00.000Z","","RAMPING","3.1","226","true","BDMS-NR-BLK-59813","M. Singh PWI","true"
"COA-NCR-2026-02879","DLI-AGC","NCR","NZM","FDB","LOOP_LINE","28.737","29.995","110","30","80","72.7","Point/Crossing Defect","BALL_INSUFF","Insufficient Ballast Cushion","FOUNDATION","2026-07-03T21:21:00.000Z","2026-08-24T17:12:00.000Z","","ACTIVE","5.1","138","true","BDMS-NCR-BLK-19642","K. Joshi SE/P-Way","true"
"COA-NR-2026-02880","DLI-AMB","NR","SNP","GNU","SINGLE_LINE","177.343","180.066","130","45","85","65.4","Ballast Deficiency","FISH_BOLT","Fishplate/Bolt Defect","STRUCTURAL","2026-06-08T07:21:00.000Z","2026-08-26T12:18:00.000Z","","ACTIVE","8","120","true","BDMS-NR-BLK-54006","P. Nair JE/P-Way","true"
"COA-SCR-2026-02881","SC-BZA","SCR","NLDA","BZA","DN_MAIN","48.773","51.571","130","30","100","76.9","Track Buckling Risk","RW_LAT","Rail Wear — Lateral","STRUCTURAL","2026-08-14T19:54:00.000Z","2026-09-17T06:35:00.000Z","","ACTIVE","8.5","113","true","BDMS-SCR-BLK-17026","P. Nair JE/P-Way","true"
"COA-SR-2026-02882","MAS-SBC","SR","KJM","SBC","LOOP_LINE","314.584","316.975","130","20","110","84.6","Bridge Approach Settlement","FORM_FAIL","Formation Failure","FOUNDATION","2026-08-20T09:56:00.000Z","2026-09-09T14:27:00.000Z","2026-08-12T16:08:00.000Z","LIFTED","10.1","86","true","BDMS-SR-BLK-64561","V. Gupta AEN","true"
"COA-WR-2026-02883","BCT-ADI","WR","BVI","PLG","UP_MAIN","159.58","162.991","110","15","95","86.4","Ballast Deficiency","SUPER_ELEV","Superelevation Error","GEOMETRIC","2026-08-02T19:21:00.000Z","2026-09-26T19:23:00.000Z","2026-09-13T17:44:00.000Z","LIFTED","10.2","126","true","BDMS-WR-BLK-24391","S. Sharma PWI","true"
"COA-SCR-2026-02884","SC-BZA","SCR","SC","KZJ","SINGLE_LINE","24.896","26.447","130","30","100","76.9","Weld Defect","FORM_FAIL","Formation Failure","FOUNDATION","2026-06-04T12:10:00.000Z","2026-08-12T16:43:00.000Z","2026-09-13T11:07:00.000Z","LIFTED","8.2","90","true","BDMS-SCR-BLK-44752","V. Gupta AEN","true"
"COA-WR-2026-02885","BCT-ADI","WR","VAPI","BL","SINGLE_LINE","301.193","302.619","110","20","90","81.8","Weld Defect","RAIL_FRAC","Rail Fracture","STRUCTURAL","2026-07-10T07:39:00.000Z","2026-09-04T18:29:00.000Z","2026-09-20T07:37:00.000Z","LIFTED","11.2","114","true","BDMS-WR-BLK-33186","K. Joshi SE/P-Way","true"
"COA-ER-2026-02886","HWH-ASN","ER","BDC","BWN","SINGLE_LINE","91.813","94.115","130","45","85","65.4","Post-Accident Precaution","RW_VERT","Rail Wear — Vertical","STRUCTURAL","2026-07-11T13:16:00.000Z","2026-09-26T14:18:00.000Z","","ACTIVE","4.1","134","true","BDMS-ER-BLK-63323","P. Nair JE/P-Way","true"
"COA-NR-2026-02887","DLI-AMB","NR","GNU","PNP","DN_MAIN","145.525","146.154","110","45","65","59.1","Track Buckling Risk","RW_RAD","Rail Wear — Radius Reduction","STRUCTURAL","2026-07-22T06:41:00.000Z","2026-09-23T13:25:00.000Z","","ACTIVE","7.3","125","true","BDMS-NR-BLK-94499","K. Joshi SE/P-Way","true"
"COA-SR-2026-02888","MAS-SBC","SR","KPD","JTJ","UP_MAIN","253.952","257.033","130","30","100","76.9","Post-Accident Precaution","WELD_DEF","Weld Defect","STRUCTURAL","2026-06-20T18:09:00.000Z","2026-09-25T09:58:00.000Z","2026-08-27T11:59:00.000Z","LIFTED","7","78","true","BDMS-SR-BLK-80173","S. Sharma PWI","true"
"COA-NR-2026-02889","DLI-AMB","NR","PNP","KUN","SINGLE_LINE","184.228","185.699","130","45","85","65.4","Bridge Approach Settlement","SURF_CRACK","Surface Crack","STRUCTURAL","2026-07-06T11:02:00.000Z","2026-09-18T19:38:00.000Z","","ACTIVE","5.8","120","true","BDMS-NR-BLK-74405","K. Joshi SE/P-Way","true"
"COA-ER-2026-02890","HWH-ASN","ER","BDC","BWN","SINGLE_LINE","199.825","202.216","100","75","25","25","Rail Fracture","GAUGE_TIGHT","Gauge — Tight","GEOMETRIC","2026-08-24T20:15:00.000Z","2026-09-20T11:22:00.000Z","","ACTIVE","2.3","119","true","BDMS-ER-BLK-47813","M. Singh PWI","true"
"COA-NCR-2026-02891","DLI-AGC","NCR","NZM","FDB","UP_MAIN","189.998","193.229","110","75","35","31.8","Post-Accident Precaution","FORM_FAIL","Formation Failure","FOUNDATION","2026-07-06T09:17:00.000Z","2026-09-20T21:55:00.000Z","","ACTIVE","1.5","157","true","BDMS-NCR-BLK-84630","K. Joshi SE/P-Way","true"
"COA-NR-2026-02892","DLI-AMB","NR","DLI","SZM","UP_MAIN","59.299","62.632","110","20","90","81.8","Weld Defect","GAUGE_TIGHT","Gauge — Tight","GEOMETRIC","2026-08-12T11:32:00.000Z","2026-08-15T13:00:00.000Z","2026-09-09T18:49:00.000Z","LIFTED","9.5","174","true","BDMS-NR-BLK-51059","V. Gupta AEN","true"
"COA-CR-2026-02893","CSTM-PUNE","CR","KAT","LNV","UP_MAIN","21.925","22.478","110","15","95","86.4","Weld Defect","TRACK_BUCK","Track Buckling","FOUNDATION","2026-08-25T19:49:00.000Z","2026-09-11T10:02:00.000Z","","RAMPING","4.1","150","true","BDMS-CR-BLK-56075","K. Joshi SE/P-Way","true"
"COA-ER-2026-02894","HWH-ASN","ER","HWH","BDC","DN_MAIN","144.327","145.817","130","15","115","88.5","Ballast Deficiency","BALL_SETTLE","Ballast Settlement","FOUNDATION","2026-06-12T15:24:00.000Z","2026-08-12T11:45:00.000Z","2026-09-07T11:01:00.000Z","LIFTED","4.6","89","true","BDMS-ER-BLK-59598","K. Joshi SE/P-Way","true"
"COA-NR-2026-02895","DLI-AMB","NR","SZM","SNP","DN_MAIN","175.799","178.185","100","45","55","55","Point/Crossing Defect","BALL_FOUL","Ballast Fouling","FOUNDATION","2026-07-12T08:07:00.000Z","2026-08-15T08:36:00.000Z","","ACTIVE","3.8","141","true","BDMS-NR-BLK-87961","S. Sharma PWI","true"
"COA-NR-2026-02896","DLI-AMB","NR","SZM","SNP","DN_MAIN","147.914","150.243","130","15","115","88.5","Gauge Variation","GAUGE_TIGHT","Gauge — Tight","GEOMETRIC","2026-08-18T12:17:00.000Z","2026-08-23T11:12:00.000Z","","RAMPING","11.1","152","true","BDMS-NR-BLK-90255","S. Sharma PWI","true"
"COA-SR-2026-02897","MAS-SBC","SR","KJM","SBC","SINGLE_LINE","196.267","198.668","110","75","35","31.8","Ballast Deficiency","KINK_RAIL","Kinked Rail","STRUCTURAL","2026-06-18T09:05:00.000Z","2026-09-27T10:07:00.000Z","","RAMPING","2.8","125","true","BDMS-SR-BLK-68930","S. Sharma PWI","true"
"COA-SR-2026-02898","MAS-SBC","SR","KJM","SBC","UP_MAIN","138.841","140.168","130","20","110","84.6","Post-Accident Precaution","SLEEPER_DEF","Sleeper Defect","FOUNDATION","2026-06-22T06:35:00.000Z","2026-09-23T09:07:00.000Z","","ACTIVE","6.4","82","true","BDMS-SR-BLK-54911","V. Gupta AEN","true"
"COA-CR-2026-02899","CSTM-PUNE","CR","LNL","KYN","UP_MAIN","126.443","129.396","100","15","85","85","Post-Accident Precaution","FORM_FAIL","Formation Failure","FOUNDATION","2026-06-03T14:01:00.000Z","2026-09-16T07:41:00.000Z","","ACTIVE","9.4","119","true","BDMS-CR-BLK-79346","V. Gupta AEN","true"
"COA-SCR-2026-02900","SC-BZA","SCR","WLMD","NLDA","DN_MAIN","16.77","17.231","130","30","100","76.9","Ballast Deficiency","ALIGN_LAT","Alignment — Lateral","GEOMETRIC","2026-08-25T12:16:00.000Z","2026-08-10T17:18:00.000Z","","ACTIVE","10.5","113","true","BDMS-SCR-BLK-14155","S. Sharma PWI","true"
"COA-NR-2026-02901","NDLS-CNB","NR","GZB","ALJN","DN_MAIN","136.288","136.857","110","30","80","72.7","Point/Crossing Defect","RW_VERT","Rail Wear — Vertical","STRUCTURAL","2026-06-28T12:25:00.000Z","2026-08-13T06:51:00.000Z","2026-08-13T06:14:00.000Z","LIFTED","10","226","true","BDMS-NR-BLK-59680","V. Gupta AEN","true"
"COA-ER-2026-02902","HWH-ASN","ER","HWH","BDC","DN_MAIN","180.217","181.063","110","30","80","72.7","Gauge Variation","RW_LAT","Rail Wear — Lateral","STRUCTURAL","2026-06-07T13:51:00.000Z","2026-08-05T11:58:00.000Z","","ACTIVE","7.8","104","true","BDMS-ER-BLK-96644","V. Gupta AEN","true"
"COA-CR-2026-02903","CSTM-PUNE","CR","LNV","PUNE","SINGLE_LINE","149.172","151.673","110","45","65","59.1","Gauge Variation","SUPER_ELEV","Superelevation Error","GEOMETRIC","2026-07-11T09:09:00.000Z","2026-08-02T15:41:00.000Z","","ACTIVE","7","156","true","BDMS-CR-BLK-43773","A. Verma APWI","true"
"COA-NCR-2026-02904","DLI-AGC","NCR","NZM","FDB","LOOP_LINE","29.675","29.999","130","30","100","76.9","Post-Accident Precaution","HOG_RAIL","Hogged Rail","STRUCTURAL","2026-06-07T09:36:00.000Z","2026-08-09T12:54:00.000Z","","ACTIVE","7.6","144","true","BDMS-NCR-BLK-70946","P. Nair JE/P-Way","true"
"COA-SR-2026-02905","MAS-SBC","SR","MAS","AJJ","DN_MAIN","269.507","271.252","110","75","35","31.8","Formation Failure","HOG_RAIL","Hogged Rail","STRUCTURAL","2026-08-18T19:21:00.000Z","2026-08-26T08:43:00.000Z","","ACTIVE","2.4","134","true","BDMS-SR-BLK-42361","K. Joshi SE/P-Way","true"
"COA-SR-2026-02906","MAS-SBC","SR","MAS","AJJ","LOOP_LINE","155.712","159.02","110","30","80","72.7","Formation Failure","RW_RAD","Rail Wear — Radius Reduction","STRUCTURAL","2026-08-01T18:08:00.000Z","2026-09-05T06:43:00.000Z","","ACTIVE","7.9","121","true","BDMS-SR-BLK-45069","A. Verma APWI","true"
"COA-WR-2026-02907","BCT-ADI","WR","BL","ST","UP_MAIN","100.564","101.776","130","30","100","76.9","Gauge Variation","TRACK_BUCK","Track Buckling","FOUNDATION","2026-06-12T19:09:00.000Z","2026-09-05T13:41:00.000Z","","RAMPING","8.9","120","true","BDMS-WR-BLK-53421","K. Joshi SE/P-Way","true"
"COA-SR-2026-02908","MAS-SBC","SR","MAS","AJJ","UP_MAIN","302.09","305.087","100","45","55","55","Gauge Variation","TWIST","Track Twist","GEOMETRIC","2026-06-14T20:32:00.000Z","2026-09-14T11:11:00.000Z","","RAMPING","6.6","86","true","BDMS-SR-BLK-78720","D. Reddy SSE/P-Way","true"
"COA-WR-2026-02909","BCT-ADI","WR","BVI","PLG","SINGLE_LINE","45.347","46.22","100","75","25","25","Rail Fracture","TWIST","Track Twist","GEOMETRIC","2026-06-22T08:50:00.000Z","2026-09-16T11:12:00.000Z","","ACTIVE","1.6","192","true","BDMS-WR-BLK-51005","R. Kumar SSE/P-Way","true"
"COA-SCR-2026-02910","SC-BZA","SCR","WLMD","NLDA","DN_MAIN","52.772","53.958","110","75","35","31.8","Rail Fracture","BALL_FOUL","Ballast Fouling","FOUNDATION","2026-07-13T17:45:00.000Z","2026-08-18T08:31:00.000Z","2026-08-12T06:37:00.000Z","LIFTED","1.5","127","true","BDMS-SCR-BLK-63905","D. Reddy SSE/P-Way","true"
"COA-SR-2026-02911","MAS-SBC","SR","KJM","SBC","DN_MAIN","54.389","54.61","110","30","80","72.7","Point/Crossing Defect","WELD_DEF","Weld Defect","STRUCTURAL","2026-07-07T18:16:00.000Z","2026-09-28T21:38:00.000Z","2026-09-25T06:50:00.000Z","LIFTED","5.6","95","true","BDMS-SR-BLK-89827","M. Singh PWI","true"
"COA-WR-2026-02912","BCT-ADI","WR","BRC","ADI","UP_MAIN","8.331","10.235","130","15","115","88.5","Rail Fracture","CORRUG","Corrugation","STRUCTURAL","2026-08-06T19:39:00.000Z","2026-08-26T17:46:00.000Z","2026-09-08T14:24:00.000Z","LIFTED","6.1","126","true","BDMS-WR-BLK-75515","D. Reddy SSE/P-Way","true"
"COA-NR-2026-02913","DLI-AMB","NR","GNU","PNP","DN_MAIN","31.496","31.999","100","45","55","55","Post-Accident Precaution","RW_RAD","Rail Wear — Radius Reduction","STRUCTURAL","2026-07-27T20:14:00.000Z","2026-09-24T06:22:00.000Z","","ACTIVE","5.2","125","true","BDMS-NR-BLK-97566","A. Verma APWI","true"
"COA-ER-2026-02914","HWH-ASN","ER","BDC","BWN","DN_MAIN","82.184","82.507","130","30","100","76.9","Gauge Variation","BALL_INSUFF","Insufficient Ballast Cushion","FOUNDATION","2026-06-21T07:46:00.000Z","2026-08-12T10:32:00.000Z","","RAMPING","3.7","94","true","BDMS-ER-BLK-25345","R. Kumar SSE/P-Way","true"
"COA-NR-2026-02915","NDLS-CNB","NR","NDLS","GZB","UP_MAIN","175.293","176.014","130","20","110","84.6","Track Buckling Risk","ALIGN_VERT","Alignment — Vertical (Unevenness)","GEOMETRIC","2026-08-10T10:02:00.000Z","2026-08-10T10:28:00.000Z","","ACTIVE","5.5","138","true","BDMS-NR-BLK-96168","R. Kumar SSE/P-Way","true"
"COA-SCR-2026-02916","SC-BZA","SCR","KZJ","WLMD","DN_MAIN","161.296","164.625","100","15","85","85","Rail Fracture","CROSS_LVL","Cross-Level Defect","GEOMETRIC","2026-06-22T20:30:00.000Z","2026-08-05T14:45:00.000Z","","ACTIVE","8.8","85","true","BDMS-SCR-BLK-40931","D. Reddy SSE/P-Way","true"
"COA-NCR-2026-02917","DLI-AGC","NCR","MTJ","AGC","LOOP_LINE","110.619","112.351","100","30","70","70","Weld Defect","DRAIN_BLOCK","Drainage Blockage","FOUNDATION","2026-06-17T12:59:00.000Z","2026-09-22T18:17:00.000Z","2026-09-14T18:28:00.000Z","LIFTED","5.8","171","true","BDMS-NCR-BLK-61501","D. Reddy SSE/P-Way","true"
"COA-NR-2026-02918","NDLS-CNB","NR","TDL","ETW","SINGLE_LINE","274.191","275.185","100","30","70","70","Track Buckling Risk","RW_LAT","Rail Wear — Lateral","STRUCTURAL","2026-07-13T17:28:00.000Z","2026-09-11T13:12:00.000Z","2026-08-20T07:55:00.000Z","LIFTED","8.1","226","true","BDMS-NR-BLK-75459","R. Kumar SSE/P-Way","true"
"COA-NR-2026-02919","NDLS-CNB","NR","ETW","CNB","UP_MAIN","106.797","107.379","130","45","85","65.4","Bridge Approach Settlement","SUPER_ELEV","Superelevation Error","GEOMETRIC","2026-06-20T19:23:00.000Z","2026-09-18T21:02:00.000Z","","ACTIVE","4.3","131","true","BDMS-NR-BLK-43398","R. Kumar SSE/P-Way","true"
"COA-ER-2026-02920","HWH-ASN","ER","BWN","PAN","SINGLE_LINE","38.058","39.809","100","45","55","55","Rail Fracture","BALL_FOUL","Ballast Fouling","FOUNDATION","2026-06-08T08:15:00.000Z","2026-08-18T20:12:00.000Z","2026-09-28T11:47:00.000Z","LIFTED","3.8","149","true","BDMS-ER-BLK-56730","P. Nair JE/P-Way","true"
"COA-WR-2026-02921","BCT-ADI","WR","BRC","ADI","SINGLE_LINE","448.081","448.652","110","20","90","81.8","Ballast Deficiency","SQUAT","Squat Defect","STRUCTURAL","2026-08-27T08:16:00.000Z","2026-08-19T11:25:00.000Z","2026-08-08T12:53:00.000Z","LIFTED","11.2","156","true","BDMS-WR-BLK-51683","V. Gupta AEN","true"
"COA-WR-2026-02922","BCT-ADI","WR","BRC","ADI","UP_MAIN","360.209","362.651","130","20","110","84.6","Gauge Variation","DRAIN_BLOCK","Drainage Blockage","FOUNDATION","2026-07-16T21:29:00.000Z","2026-09-05T15:59:00.000Z","2026-08-10T18:41:00.000Z","LIFTED","8.5","162","true","BDMS-WR-BLK-31216","V. Gupta AEN","true"
"COA-SR-2026-02923","MAS-SBC","SR","KPD","JTJ","SINGLE_LINE","272.049","274.351","110","30","80","72.7","Track Buckling Risk","BALL_INSUFF","Insufficient Ballast Cushion","FOUNDATION","2026-07-17T14:41:00.000Z","2026-08-26T20:17:00.000Z","2026-09-17T17:32:00.000Z","LIFTED","3.6","99","true","BDMS-SR-BLK-27863","M. Singh PWI","true"
"COA-CR-2026-02924","CSTM-PUNE","CR","KYN","KAT","SINGLE_LINE","182.556","186.054","100","15","85","85","Ballast Deficiency","BALL_FOUL","Ballast Fouling","FOUNDATION","2026-07-19T17:05:00.000Z","2026-09-26T21:55:00.000Z","","ACTIVE","4.9","137","true","BDMS-CR-BLK-57682","P. Nair JE/P-Way","true"
"COA-NR-2026-02925","NDLS-CNB","NR","TDL","ETW","SINGLE_LINE","428.218","428.807","110","15","95","86.4","Bridge Approach Settlement","BALL_SETTLE","Ballast Settlement","FOUNDATION","2026-06-02T06:39:00.000Z","2026-09-11T15:43:00.000Z","","ACTIVE","11.3","218","true","BDMS-NR-BLK-49678","A. Verma APWI","true"
"COA-CR-2026-02926","CSTM-PUNE","CR","CSTM","KJT","SINGLE_LINE","145.161","148.199","110","30","80","72.7","Weld Defect","GAUGE_TIGHT","Gauge — Tight","GEOMETRIC","2026-08-08T08:12:00.000Z","2026-09-26T10:43:00.000Z","2026-09-28T15:30:00.000Z","LIFTED","7","125","true","BDMS-CR-BLK-37772","P. Nair JE/P-Way","true"
"COA-SR-2026-02927","MAS-SBC","SR","KPD","JTJ","DN_MAIN","210.624","213.987","130","30","100","76.9","Point/Crossing Defect","ALIGN_VERT","Alignment — Vertical (Unevenness)","GEOMETRIC","2026-08-28T14:22:00.000Z","2026-08-09T16:20:00.000Z","2026-09-07T14:05:00.000Z","LIFTED","7","86","true","BDMS-SR-BLK-43324","S. Sharma PWI","true"
"COA-NR-2026-02928","NDLS-CNB","NR","ALJN","TDL","UP_MAIN","391.839","394.364","100","45","55","55","Rail Fracture","TRACK_BUCK","Track Buckling","FOUNDATION","2026-07-06T13:30:00.000Z","2026-09-18T11:44:00.000Z","","ACTIVE","3.7","153","true","BDMS-NR-BLK-31472","P. Nair JE/P-Way","true"
"COA-SR-2026-02929","MAS-SBC","SR","BWT","KJM","SINGLE_LINE","24.608","27.638","110","20","90","81.8","Bridge Approach Settlement","BALL_SETTLE","Ballast Settlement","FOUNDATION","2026-08-21T13:18:00.000Z","2026-09-26T06:42:00.000Z","","RAMPING","7","82","true","BDMS-SR-BLK-21024","M. Singh PWI","true"
"COA-WR-2026-02930","BCT-ADI","WR","BL","ST","SINGLE_LINE","151.567","154.437","110","75","35","31.8","Point/Crossing Defect","SUPER_ELEV","Superelevation Error","GEOMETRIC","2026-08-19T17:04:00.000Z","2026-09-05T12:10:00.000Z","2026-09-18T15:45:00.000Z","LIFTED","1.9","162","true","BDMS-WR-BLK-23717","D. Reddy SSE/P-Way","true"
"COA-SCR-2026-02931","SC-BZA","SCR","WLMD","NLDA","DN_MAIN","172.701","175.848","100","20","80","80","Post-Accident Precaution","FISH_BOLT","Fishplate/Bolt Defect","STRUCTURAL","2026-07-01T12:51:00.000Z","2026-09-10T08:05:00.000Z","2026-08-27T16:46:00.000Z","LIFTED","7.8","151","true","BDMS-SCR-BLK-79710","V. Gupta AEN","true"
"COA-NCR-2026-02932","DLI-AGC","NCR","KSV","MTJ","LOOP_LINE","170.051","172.286","130","30","100","76.9","Ballast Deficiency","CORRUG","Corrugation","STRUCTURAL","2026-06-28T21:46:00.000Z","2026-09-24T13:29:00.000Z","2026-08-05T14:17:00.000Z","LIFTED","8.7","138","true","BDMS-NCR-BLK-32999","R. Kumar SSE/P-Way","true"
"COA-NCR-2026-02933","DLI-AGC","NCR","NDLS","NZM","LOOP_LINE","106.476","106.737","110","30","80","72.7","Formation Failure","DRAIN_BLOCK","Drainage Blockage","FOUNDATION","2026-06-25T14:03:00.000Z","2026-08-19T09:33:00.000Z","","RAMPING","3.3","164","true","BDMS-NCR-BLK-46351","V. Gupta AEN","true"
"COA-ER-2026-02934","HWH-ASN","ER","BDC","BWN","SINGLE_LINE","35.018","37.949","130","20","110","84.6","Rail Fracture","BALL_SETTLE","Ballast Settlement","FOUNDATION","2026-08-12T17:07:00.000Z","2026-08-02T16:10:00.000Z","2026-09-08T18:05:00.000Z","LIFTED","3.7","89","true","BDMS-ER-BLK-14247","R. Kumar SSE/P-Way","true"
"COA-NR-2026-02935","NDLS-CNB","NR","ALJN","TDL","UP_MAIN","97.906","101.37","130","75","55","42.3","Post-Accident Precaution","SURF_CRACK","Surface Crack","STRUCTURAL","2026-07-15T10:16:00.000Z","2026-09-04T19:58:00.000Z","2026-08-13T19:21:00.000Z","LIFTED","3.8","167","true","BDMS-NR-BLK-63196","P. Nair JE/P-Way","true"
"COA-NR-2026-02936","DLI-AMB","NR","SNP","GNU","UP_MAIN","113.072","113.93","100","15","85","85","Bridge Approach Settlement","TWIST","Track Twist","GEOMETRIC","2026-06-08T13:54:00.000Z","2026-08-18T07:35:00.000Z","","ACTIVE","11.7","120","true","BDMS-NR-BLK-31157","A. Verma APWI","true"
"COA-CR-2026-02937","CSTM-PUNE","CR","KJT","LNL","LOOP_LINE","80.62","83.218","100","75","25","25","Weld Defect","CROSS_LVL","Cross-Level Defect","GEOMETRIC","2026-08-11T07:50:00.000Z","2026-09-11T15:52:00.000Z","","ACTIVE","2.3","181","true","BDMS-CR-BLK-53275","A. Verma APWI","true"
"COA-NR-2026-02938","NDLS-CNB","NR","NDLS","GZB","SINGLE_LINE","105.406","107.507","110","30","80","72.7","Point/Crossing Defect","GAUGE_WIDE","Gauge — Wide","GEOMETRIC","2026-06-25T10:00:00.000Z","2026-09-07T06:00:00.000Z","","ACTIVE","8.7","138","true","BDMS-NR-BLK-79811","P. Nair JE/P-Way","true"
"COA-NR-2026-02939","NDLS-CNB","NR","GZB","ALJN","LOOP_LINE","181.535","182.784","130","15","115","88.5","Post-Accident Precaution","BALL_SETTLE","Ballast Settlement","FOUNDATION","2026-08-20T17:27:00.000Z","2026-08-26T13:26:00.000Z","","RAMPING","5.2","167","true","BDMS-NR-BLK-76820","M. Singh PWI","true"
"COA-CR-2026-02940","CSTM-PUNE","CR","LNL","KYN","UP_MAIN","76.312","76.778","130","20","110","84.6","Formation Failure","BALL_SETTLE","Ballast Settlement","FOUNDATION","2026-08-05T13:28:00.000Z","2026-08-11T14:12:00.000Z","2026-09-11T12:49:00.000Z","LIFTED","10.9","131","true","BDMS-CR-BLK-88820","R. Kumar SSE/P-Way","true"
"COA-NCR-2026-02941","DLI-AGC","NCR","KSV","MTJ","SINGLE_LINE","2.857","4.957","100","30","70","70","Post-Accident Precaution","BALL_INSUFF","Insufficient Ballast Cushion","FOUNDATION","2026-08-14T20:28:00.000Z","2026-09-24T06:08:00.000Z","","ACTIVE","3.6","131","true","BDMS-NCR-BLK-80962","V. Gupta AEN","true"
"COA-SCR-2026-02942","SC-BZA","SCR","SC","KZJ","UP_MAIN","219.781","220.199","130","30","100","76.9","Formation Failure","CROSS_LVL","Cross-Level Defect","GEOMETRIC","2026-06-10T17:18:00.000Z","2026-08-09T12:41:00.000Z","","ACTIVE","3.9","118","true","BDMS-SCR-BLK-58243","D. Reddy SSE/P-Way","true"
"COA-NCR-2026-02943","DLI-AGC","NCR","MTJ","AGC","DN_MAIN","152.886","153.302","130","30","100","76.9","Rail Fracture","BALL_FOUL","Ballast Fouling","FOUNDATION","2026-07-13T13:49:00.000Z","2026-08-24T14:54:00.000Z","","ACTIVE","7.6","125","true","BDMS-NCR-BLK-56428","S. Sharma PWI","true"
"COA-CR-2026-02944","CSTM-PUNE","CR","KAT","LNV","SINGLE_LINE","107.947","108.258","110","75","35","31.8","Track Buckling Risk","SURF_CRACK","Surface Crack","STRUCTURAL","2026-08-14T07:32:00.000Z","2026-08-18T20:17:00.000Z","2026-09-06T06:01:00.000Z","LIFTED","3.3","193","true","BDMS-CR-BLK-40405","A. Verma APWI","true"
