"machine_requisition_id","timestamp_demanded","machine_type","machine_name","machine_unit_number","corridor_code","zone","section_from","section_to","track_line","km_start","km_end","span_km","quantum_target","quantum_unit","pre_work_tqi","target_post_work_tqi","primary_defect_rectified","primary_defect_name","requested_duration_hours","min_acceptable_duration_hours","requires_power_block","ohe_elementary_section","requires_st_disconnection","affected_points_signals","machine_stabling_station","shadow_block_coordinated","post_maintenance_speed_restriction_kmph","bdms_approval_status","bdms_sanctioned_duration_hours","target_grant_probability","operator_crew_in_charge"
"MBR-CR-2026-03602","2026-08-25T15:31:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-4183","CSTM-PUNE","CR","LNV","PUNE","UP_MAIN","94.068","95.647","1.579","2.58","pass-km","37","82.9","WELD_DEF","Weld Defect","3.9","2.9","true","ES-LNV-UP-09","false","None","LNV","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","3.9","0.8","R. Kumar SSE/P-Way"
"MBR-NCR-2026-03603","2026-07-20T14:03:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-7168","DLI-AGC","NCR","NDLS","NZM","DN_MAIN","168.728","174.282","5.554","521","sleepers","63.2","81.4","RW_VERT","Rail Wear — Vertical","6.4","4.8","true","ES-NDLS-UP-05","true","Pt 146A/178B, Track Circuit TC-37","NDLS","TRD Tower Wagon + S&T Interlocking Check","75","CURTAILED","4.8","0.8","V. Gupta AEN"
"MBR-NR-2026-03604","2026-09-24T07:36:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-4440","DLI-AMB","NR","KUN","UMB","SINGLE_LINE","149.306","152.246","2.94","4.07","km","60.7","84.2","RW_VERT","Rail Wear — Vertical","4.3","3.2","false","N/A","false","None","KUN","Gang Manual Off-Track Pack","75","SANCTIONED","4.3","0.81","S. Sharma PWI"
"MBR-NR-2026-03605","2026-07-06T14:22:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-4789","NDLS-CNB","NR","TDL","ETW","LOOP_LINE","176.871","182.319","5.448","3.99","km","60.2","90.6","HOG_RAIL","Hogged Rail","4.1","3.1","false","N/A","false","None","TDL","Gang Manual Off-Track Pack","75","CURTAILED","3.1","0.8","P. Nair JE/P-Way"
"MBR-NCR-2026-03606","2026-07-07T15:24:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-9119","DLI-AGC","NCR","KSV","MTJ","DN_MAIN","161.532","164.106","2.574","3.82","km","61.3","91.2","ALIGN_VERT","Alignment — Vertical (Unevenness)","4.9","3.7","true","ES-KSV-UP-01","false","None","KSV","TRD Tower Wagon + S&T Interlocking Check","20","CURTAILED","3.7","0.66","M. Singh PWI"
"MBR-SR-2026-03607","2026-08-02T20:36:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-1353","MAS-SBC","SR","AJJ","KPD","DN_MAIN","111.5","116.47","4.97","2.52","km","47.8","88.4","BALL_FOUL","Ballast Fouling","3.9","2.9","false","N/A","false","None","AJJ","Gang Manual Off-Track Pack","45","SANCTIONED","3.9","0.88","S. Sharma PWI"
"MBR-SR-2026-03608","2026-08-23T16:47:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-3898","MAS-SBC","SR","MAS","AJJ","UP_MAIN","0.374","5.979","5.605","3.14","km","44.7","88.1","TRACK_BUCK","Track Buckling","3.1","2.3","false","N/A","false","None","MAS","Gang Manual Off-Track Pack","75","CURTAILED","2.3","0.92","M. Singh PWI"
"MBR-CR-2026-03609","2026-09-28T15:28:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-2481","CSTM-PUNE","CR","CSTM","KJT","UP_MAIN","162.467","165.88","3.413","3.76","pass-km","37.9","89.1","ALIGN_LAT","Alignment — Lateral","4.1","3.1","true","ES-CSTM-UP-04","false","None","CSTM","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","4.1","0.7","S. Sharma PWI"
"MBR-CR-2026-03610","2026-09-02T13:44:00.000Z","UNIMAT","Points & Crossing Tamping (08-475)","UNI-8559","CSTM-PUNE","CR","LNV","PUNE","LOOP_LINE","169.043","169.269","0.226","3","turnouts","39.9","87.5","TWIST","Track Twist","3.7","2.8","false","N/A","true","Pt 194A/162B, Track Circuit TC-55","LNV","Gang Manual Off-Track Pack","75","REJECTED","0","0.82","R. Kumar SSE/P-Way"
"MBR-CR-2026-03611","2026-09-17T18:26:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-7022","CSTM-PUNE","CR","CSTM","KJT","DN_MAIN","66.498","70.574","4.076","4.32","km","55","87.8","DRAIN_BLOCK","Drainage Blockage","4.3","3.2","false","N/A","false","None","CSTM","Gang Manual Off-Track Pack","45","SANCTIONED","4.3","0.87","V. Gupta AEN"
"MBR-NCR-2026-03612","2026-07-10T20:00:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-7548","DLI-AGC","NCR","PWL","KSV","SINGLE_LINE","37.626","42.881","5.255","1016","sleepers","40.3","93.8","GAUGE_TIGHT","Gauge — Tight","6.7","5","true","ES-PWL-UP-03","true","Pt 185A/138B, Track Circuit TC-84","PWL","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","6.7","0.74","V. Gupta AEN"
"MBR-WR-2026-03613","2026-07-02T06:39:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-4822","BCT-ADI","WR","PLG","VAPI","DN_MAIN","152.077","154.679","2.602","1097","sleepers","36.4","80.6","BALL_INSUFF","Insufficient Ballast Cushion","6.2","4.7","true","ES-PLG-UP-06","true","Pt 128A/116B, Track Circuit TC-97","PLG","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","6.2","0.84","R. Kumar SSE/P-Way"
"MBR-CR-2026-03614","2026-07-22T10:07:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-7780","CSTM-PUNE","CR","KAT","LNV","DN_MAIN","35.216","40.137","4.921","4.1","km","35.2","80.2","WELD_DEF","Weld Defect","3.6","2.7","false","N/A","false","None","KAT","Gang Manual Off-Track Pack","75","SANCTIONED","3.6","0.94","D. Reddy SSE/P-Way"
"MBR-NR-2026-03615","2026-08-23T09:44:00.000Z","UNIMAT","Points & Crossing Tamping (08-475)","UNI-7638","NDLS-CNB","NR","GZB","ALJN","UP_MAIN","239.397","240.093","0.696","6","turnouts","53.7","89.8","FORM_FAIL","Formation Failure","3.6","2.7","false","N/A","true","Pt 169A/179B, Track Circuit TC-55","GZB","Gang Manual Off-Track Pack","75","SANCTIONED","3.6","0.78","V. Gupta AEN"
"MBR-WR-2026-03616","2026-07-18T21:17:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-4310","BCT-ADI","WR","ST","BRC","UP_MAIN","381.825","383.48","1.655","3","km","42.6","80.1","ALIGN_LAT","Alignment — Lateral","5.4","4.1","true","ES-ST-UP-01","false","None","ST","TRD Tower Wagon + S&T Interlocking Check","20","CURTAILED","4.1","0.77","M. Singh PWI"
"MBR-ER-2026-03617","2026-08-13T20:47:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-4126","HWH-ASN","ER","BDC","BWN","UP_MAIN","74.114","78.607","4.493","1.83","km","36.2","83.7","GAUGE_TIGHT","Gauge — Tight","3.7","2.8","false","N/A","false","None","BDC","Gang Manual Off-Track Pack","45","SANCTIONED","3.7","0.81","K. Joshi SE/P-Way"
"MBR-CR-2026-03618","2026-08-09T12:16:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-3090","CSTM-PUNE","CR","LNL","KYN","SINGLE_LINE","118.552","121.712","3.16","2.31","km","41.8","94.7","GAUGE_TIGHT","Gauge — Tight","6","4.5","true","ES-LNL-UP-09","false","None","LNL","TRD Tower Wagon + S&T Interlocking Check","20","CURTAILED","4.5","0.71","R. Kumar SSE/P-Way"
"MBR-NR-2026-03619","2026-08-25T16:56:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-8122","NDLS-CNB","NR","ALJN","TDL","SINGLE_LINE","343.009","348.677","5.668","1.93","km","58.7","81.8","BALL_SETTLE","Ballast Settlement","3.7","2.8","false","N/A","false","None","ALJN","Gang Manual Off-Track Pack","45","SANCTIONED","3.7","0.79","M. Singh PWI"
"MBR-CR-2026-03620","2026-07-11T16:27:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-5249","CSTM-PUNE","CR","KAT","LNV","SINGLE_LINE","23.508","29.336","5.828","2.14","km","36.6","84.5","WELD_DEF","Weld Defect","4.6","3.4","false","N/A","false","None","KAT","Gang Manual Off-Track Pack","45","DEFERRED","0","0.79","K. Joshi SE/P-Way"
"MBR-WR-2026-03621","2026-07-13T15:30:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-5599","BCT-ADI","WR","BVI","PLG","UP_MAIN","222.84","225.586","2.746","1.85","km","34.4","86.6","FISH_BOLT","Fishplate/Bolt Defect","2.6","2","false","N/A","false","None","BVI","Gang Manual Off-Track Pack","75","SANCTIONED","2.6","0.88","P. Nair JE/P-Way"
"MBR-SCR-2026-03622","2026-07-18T12:30:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-5169","SC-BZA","SCR","NLDA","BZA","SINGLE_LINE","264.502","268.71","4.208","1.65","km","40.5","93.2","RW_LAT","Rail Wear — Lateral","4.9","3.7","true","ES-NLDA-UP-03","false","None","NLDA","TRD Tower Wagon + S&T Interlocking Check","20","DEFERRED","0","0.72","V. Gupta AEN"
"MBR-WR-2026-03623","2026-07-01T08:01:00.000Z","UNIMAT","Points & Crossing Tamping (08-475)","UNI-1182","BCT-ADI","WR","PLG","VAPI","UP_MAIN","159.164","159.371","0.207","2","turnouts","39.3","83.5","GAUGE_TIGHT","Gauge — Tight","4","3","false","N/A","true","Pt 108A/194B, Track Circuit TC-16","PLG","Gang Manual Off-Track Pack","75","SANCTIONED","4","0.92","R. Kumar SSE/P-Way"
"MBR-NR-2026-03624","2026-08-20T19:00:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-5905","DLI-AMB","NR","SZM","SNP","DN_MAIN","148.582","152.686","4.104","4.37","km","52","90","ALIGN_VERT","Alignment — Vertical (Unevenness)","4.4","3.3","false","N/A","false","None","SZM","Gang Manual Off-Track Pack","45","SANCTIONED","4.4","0.93","P. Nair JE/P-Way"
"MBR-NR-2026-03625","2026-09-05T17:27:00.000Z","CSM","Continuous Action Tamping (09-32 CSM)","CSM-152","NDLS-CNB","NR","NDLS","GZB","DN_MAIN","351.502","355.415","3.913","4.07","km","52.7","81.3","RAIL_FRAC","Rail Fracture","4.9","3.7","false","N/A","false","None","NDLS","Gang Manual Off-Track Pack","45","CURTAILED","3.7","0.87","A. Verma APWI"
"MBR-SCR-2026-03626","2026-08-27T11:11:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-9909","SC-BZA","SCR","KZJ","WLMD","UP_MAIN","147.55","150.864","3.314","2.04","pass-km","61.8","88.2","ALIGN_VERT","Alignment — Vertical (Unevenness)","3.5","2.6","true","ES-KZJ-UP-05","false","None","KZJ","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","3.5","0.69","P. Nair JE/P-Way"
"MBR-NR-2026-03627","2026-09-16T14:56:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-4610","NDLS-CNB","NR","ETW","CNB","LOOP_LINE","165.513","169.136","3.623","1054","sleepers","34.8","92.1","ALIGN_VERT","Alignment — Vertical (Unevenness)","6.5","4.9","true","ES-ETW-UP-01","true","Pt 172A/118B, Track Circuit TC-84","ETW","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","6.5","0.72","R. Kumar SSE/P-Way"
"MBR-WR-2026-03628","2026-07-20T16:56:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-9499","BCT-ADI","WR","MMCT","BVI","SINGLE_LINE","452.907","456.897","3.99","4.31","km","35.7","86.7","WELD_DEF","Weld Defect","3.1","2.3","false","N/A","false","None","MMCT","Gang Manual Off-Track Pack","75","SANCTIONED","3.1","0.93","K. Joshi SE/P-Way"
"MBR-NR-2026-03629","2026-07-01T19:32:00.000Z","BRM","Ballast Regulating Machine (USP-2000)","BRM-1974","NDLS-CNB","NR","ETW","CNB","UP_MAIN","227.409","231.15","3.741","3.19","km","51.8","87.8","RW_LAT","Rail Wear — Lateral","2.8","2.1","false","N/A","false","None","ETW","Gang Manual Off-Track Pack","75","REJECTED","0","0.8","V. Gupta AEN"
"MBR-NCR-2026-03630","2026-07-25T13:37:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-7659","DLI-AGC","NCR","PWL","KSV","SINGLE_LINE","57.787","60","2.213","3.56","km","61.3","86","ALIGN_LAT","Alignment — Lateral","3.6","2.7","false","N/A","false","None","PWL","Gang Manual Off-Track Pack","75","SANCTIONED","3.6","0.84","R. Kumar SSE/P-Way"
"MBR-CR-2026-03631","2026-09-20T15:35:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-1246","CSTM-PUNE","CR","KJT","LNL","SINGLE_LINE","1.724","3.744","2.02","3.92","km","48.6","84.7","GAUGE_WIDE","Gauge — Wide","5.1","3.8","true","ES-KJT-UP-08","false","None","KJT","TRD Tower Wagon + S&T Interlocking Check","20","SANCTIONED","5.1","0.78","M. Singh PWI"
"MBR-NR-2026-03632","2026-09-04T09:29:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-4090","NDLS-CNB","NR","ALJN","TDL","DN_MAIN","313.669","316.956","3.287","2.13","pass-km","33.8","82.2","RW_VERT","Rail Wear — Vertical","4.6","3.4","true","ES-ALJN-UP-01","false","None","ALJN","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","4.6","0.67","K. Joshi SE/P-Way"
"MBR-NCR-2026-03633","2026-08-01T07:08:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-8443","DLI-AGC","NCR","NDLS","NZM","DN_MAIN","25.087","28.357","3.27","495","sleepers","45.4","82.9","WELD_DEF","Weld Defect","6.9","5.2","true","ES-NDLS-UP-01","true","Pt 164A/124B, Track Circuit TC-41","NDLS","TRD Tower Wagon + S&T Interlocking Check","75","REJECTED","0","0.68","R. Kumar SSE/P-Way"
"MBR-NR-2026-03634","2026-07-24T15:27:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-6777","DLI-AMB","NR","GNU","PNP","SINGLE_LINE","186.477","189.627","3.15","2.96","km","60.1","94.7","SURF_CRACK","Surface Crack","4.5","3.4","true","ES-GNU-UP-06","false","None","GNU","TRD Tower Wagon + S&T Interlocking Check","20","DEFERRED","0","0.78","P. Nair JE/P-Way"
"MBR-NR-2026-03635","2026-07-26T17:16:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-7017","DLI-AMB","NR","GNU","PNP","UP_MAIN","136.318","141.843","5.525","3.89","km","60.9","88.6","SURF_CRACK","Surface Crack","5.5","4.1","true","ES-GNU-UP-04","false","None","GNU","TRD Tower Wagon + S&T Interlocking Check","20","SANCTIONED","5.5","0.84","K. Joshi SE/P-Way"
"MBR-NCR-2026-03636","2026-09-24T14:22:00.000Z","BRM","Ballast Regulating Machine (USP-2000)","BRM-4567","DLI-AGC","NCR","MTJ","AGC","SINGLE_LINE","78.781","82.627","3.846","2.71","km","45.1","92.5","TRACK_BUCK","Track Buckling","3.4","2.5","false","N/A","false","None","MTJ","Gang Manual Off-Track Pack","75","CURTAILED","2.5","0.87","V. Gupta AEN"
"MBR-NCR-2026-03637","2026-07-15T15:36:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-9758","DLI-AGC","NCR","MTJ","AGC","LOOP_LINE","174.189","177.305","3.116","2.05","km","57.7","85.8","HOG_RAIL","Hogged Rail","4.7","3.5","false","N/A","false","None","MTJ","Gang Manual Off-Track Pack","45","CURTAILED","3.5","0.82","D. Reddy SSE/P-Way"
"MBR-SR-2026-03638","2026-08-25T17:41:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-5761","MAS-SBC","SR","BWT","KJM","UP_MAIN","116.429","119.205","2.776","3.88","pass-km","60.1","85.1","GAUGE_WIDE","Gauge — Wide","4","3","true","ES-BWT-UP-07","false","None","BWT","TRD Tower Wagon + S&T Interlocking Check","75","DEFERRED","0","0.69","A. Verma APWI"
"MBR-NR-2026-03639","2026-09-14T13:11:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-742","DLI-AMB","NR","DLI","SZM","SINGLE_LINE","128.333","133.793","5.46","2.72","km","36.8","86.2","FISH_BOLT","Fishplate/Bolt Defect","4.2","3.2","false","N/A","false","None","DLI","Gang Manual Off-Track Pack","75","SANCTIONED","4.2","0.85","P. Nair JE/P-Way"
"MBR-NCR-2026-03640","2026-07-06T16:51:00.000Z","BRM","Ballast Regulating Machine (USP-2000)","BRM-4606","DLI-AGC","NCR","MTJ","AGC","DN_MAIN","48.163","50.269","2.106","1.6","km","35.2","81.4","SLEEPER_DEF","Sleeper Defect","3.2","2.4","false","N/A","false","None","MTJ","Gang Manual Off-Track Pack","75","CURTAILED","2.4","0.91","P. Nair JE/P-Way"
"MBR-ER-2026-03641","2026-08-20T10:33:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-1157","HWH-ASN","ER","HWH","BDC","UP_MAIN","10.896","12.556","1.66","4.22","km","61.1","80.3","SUPER_ELEV","Superelevation Error","5.4","4.1","true","ES-HWH-UP-09","false","None","HWH","TRD Tower Wagon + S&T Interlocking Check","20","DEFERRED","0","0.77","V. Gupta AEN"
"MBR-WR-2026-03642","2026-07-26T06:37:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-2467","BCT-ADI","WR","VAPI","BL","DN_MAIN","20.787","26.633","5.846","3.88","km","49.2","85","GAUGE_TIGHT","Gauge — Tight","4.8","3.6","false","N/A","false","None","VAPI","Gang Manual Off-Track Pack","45","SANCTIONED","4.8","0.91","S. Sharma PWI"
"MBR-NCR-2026-03643","2026-07-21T09:00:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-4090","DLI-AGC","NCR","NDLS","NZM","LOOP_LINE","29.19","35.153","5.963","2.67","pass-km","40.5","82.7","BALL_SETTLE","Ballast Settlement","4.6","3.4","true","ES-NDLS-UP-06","false","None","NDLS","TRD Tower Wagon + S&T Interlocking Check","75","CURTAILED","3.4","0.84","R. Kumar SSE/P-Way"
"MBR-NCR-2026-03644","2026-07-20T13:53:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-9360","DLI-AGC","NCR","KSV","MTJ","LOOP_LINE","128.626","132.01","3.384","3.76","km","49.1","93.8","RW_VERT","Rail Wear — Vertical","3.4","2.5","false","N/A","false","None","KSV","Gang Manual Off-Track Pack","75","SANCTIONED","3.4","0.87","V. Gupta AEN"
"MBR-SCR-2026-03645","2026-08-24T11:53:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-1355","SC-BZA","SCR","KZJ","WLMD","DN_MAIN","121.168","123.929","2.761","2.91","pass-km","63.8","85.3","RAIL_FRAC","Rail Fracture","4.2","3.2","true","ES-KZJ-UP-01","false","None","KZJ","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","4.2","0.67","A. Verma APWI"
"MBR-CR-2026-03646","2026-07-02T16:55:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-2917","CSTM-PUNE","CR","KYN","KAT","LOOP_LINE","48.705","54.537","5.832","1.6","pass-km","42.7","93","CROSS_LVL","Cross-Level Defect","3.9","2.9","true","ES-KYN-UP-07","false","None","KYN","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","3.9","0.72","S. Sharma PWI"
"MBR-NR-2026-03647","2026-09-05T08:30:00.000Z","UNIMAT","Points & Crossing Tamping (08-475)","UNI-111","DLI-AMB","NR","SZM","SNP","SINGLE_LINE","109.232","109.635","0.403","5","turnouts","47.3","92.3","RW_VERT","Rail Wear — Vertical","3.5","2.6","false","N/A","true","Pt 123A/107B, Track Circuit TC-27","SZM","Gang Manual Off-Track Pack","75","SANCTIONED","3.5","0.8","P. Nair JE/P-Way"
"MBR-WR-2026-03648","2026-07-08T10:32:00.000Z","BRM","Ballast Regulating Machine (USP-2000)","BRM-6616","BCT-ADI","WR","MMCT","BVI","DN_MAIN","129.296","133.948","4.652","3.09","km","44.5","83.2","BALL_INSUFF","Insufficient Ballast Cushion","3.5","2.6","false","N/A","false","None","MMCT","Gang Manual Off-Track Pack","75","SANCTIONED","3.5","0.87","K. Joshi SE/P-Way"
"MBR-WR-2026-03649","2026-09-09T08:15:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-1896","BCT-ADI","WR","BRC","ADI","SINGLE_LINE","35.725","41.301","5.576","1.78","pass-km","54.8","88","HOG_RAIL","Hogged Rail","3.5","2.6","true","ES-BRC-UP-05","false","None","BRC","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","3.5","0.83","V. Gupta AEN"
"MBR-SR-2026-03650","2026-09-17T07:09:00.000Z","DTS","Dynamic Track Stabilizer (DGS-62N)","DTS-4139","MAS-SBC","SR","JTJ","BWT","LOOP_LINE","216.417","219.585","3.168","2.44","km","64.4","88.1","HOG_RAIL","Hogged Rail","2.9","2.2","false","N/A","false","None","JTJ","Gang Manual Off-Track Pack","75","SANCTIONED","2.9","0.89","S. Sharma PWI"
"MBR-NR-2026-03651","2026-08-03T11:04:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-1568","DLI-AMB","NR","DLI","SZM","DN_MAIN","33.207","35.401","2.194","704","sleepers","60.1","85.5","FORM_FAIL","Formation Failure","6.1","4.6","true","ES-DLI-UP-05","true","Pt 143A/110B, Track Circuit TC-37","DLI","TRD Tower Wagon + S&T Interlocking Check","75","REJECTED","0","0.71","M. Singh PWI"
"MBR-SCR-2026-03652","2026-07-25T08:32:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-6137","SC-BZA","SCR","WLMD","NLDA","SINGLE_LINE","16.299","19.68","3.381","2.61","km","41.2","94.3","BALL_INSUFF","Insufficient Ballast Cushion","3.6","2.7","false","N/A","false","None","WLMD","Gang Manual Off-Track Pack","45","REJECTED","0","0.84","A. Verma APWI"
"MBR-NCR-2026-03653","2026-07-10T06:53:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-5413","DLI-AGC","NCR","PWL","KSV","DN_MAIN","179.947","185.479","5.532","887","sleepers","39.8","91.5","HOG_RAIL","Hogged Rail","6.5","4.9","true","ES-PWL-UP-02","true","Pt 195A/131B, Track Circuit TC-91","PWL","TRD Tower Wagon + S&T Interlocking Check","75","CURTAILED","4.9","0.76","R. Kumar SSE/P-Way"
"MBR-WR-2026-03654","2026-08-13T18:40:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-8594","BCT-ADI","WR","BRC","ADI","DN_MAIN","474.519","476.049","1.53","2.77","km","50.8","91.4","SQUAT","Squat Defect","4.3","3.2","false","N/A","false","None","BRC","Gang Manual Off-Track Pack","45","SANCTIONED","4.3","0.79","K. Joshi SE/P-Way"
"MBR-NR-2026-03655","2026-07-22T07:42:00.000Z","DUOMATIC","Plain Track Tamping (08-32)","DUO-9709","NDLS-CNB","NR","ETW","CNB","LOOP_LINE","159.562","161.826","2.264","2.26","km","45.2","88.4","RW_RAD","Rail Wear — Radius Reduction","3.7","2.8","false","N/A","false","None","ETW","Gang Manual Off-Track Pack","75","SANCTIONED","3.7","0.8","D. Reddy SSE/P-Way"
"MBR-WR-2026-03656","2026-07-01T19:45:00.000Z","BRM","Ballast Regulating Machine (USP-2000)","BRM-2778","BCT-ADI","WR","BVI","PLG","UP_MAIN","50.091","54.753","4.662","3.65","km","45.5","90.5","SLEEPER_DEF","Sleeper Defect","3.6","2.7","false","N/A","false","None","BVI","Gang Manual Off-Track Pack","75","CURTAILED","2.7","0.85","K. Joshi SE/P-Way"
"MBR-SCR-2026-03657","2026-07-01T08:34:00.000Z","TRT","Track Relaying Train (P-811 TRT)","TRT-3432","SC-BZA","SCR","KZJ","WLMD","LOOP_LINE","233.497","236.411","2.914","878","sleepers","64.6","82.9","BALL_SETTLE","Ballast Settlement","6.7","5","true","ES-KZJ-UP-03","true","Pt 176A/119B, Track Circuit TC-16","KZJ","TRD Tower Wagon + S&T Interlocking Check","75","CURTAILED","5","0.67","V. Gupta AEN"
"MBR-NR-2026-03658","2026-08-21T06:04:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-7571","NDLS-CNB","NR","ETW","CNB","LOOP_LINE","63.079","65.885","2.806","2.51","pass-km","40.8","83.5","SURF_CRACK","Surface Crack","4","3","true","ES-ETW-UP-06","false","None","ETW","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","4","0.79","P. Nair JE/P-Way"
"MBR-WR-2026-03659","2026-07-27T07:57:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-4524","BCT-ADI","WR","BRC","ADI","UP_MAIN","441.869","445.617","3.748","3.4","km","54.5","84.8","WELD_DEF","Weld Defect","4.1","3.1","false","N/A","false","None","BRC","Gang Manual Off-Track Pack","45","SANCTIONED","4.1","0.82","D. Reddy SSE/P-Way"
"MBR-NCR-2026-03660","2026-08-10T19:21:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-9579","DLI-AGC","NCR","MTJ","AGC","UP_MAIN","16.825","20.704","3.879","2.75","pass-km","56.4","88.1","BALL_INSUFF","Insufficient Ballast Cushion","3.7","2.8","true","ES-MTJ-UP-01","false","None","MTJ","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","3.7","0.74","M. Singh PWI"
"MBR-SCR-2026-03661","2026-07-12T10:09:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-9482","SC-BZA","SCR","KZJ","WLMD","UP_MAIN","12.879","16.298","3.419","2.55","pass-km","57.5","93.9","RW_VERT","Rail Wear — Vertical","4.2","3.2","true","ES-KZJ-UP-07","false","None","KZJ","TRD Tower Wagon + S&T Interlocking Check","75","SANCTIONED","4.2","0.67","A. Verma APWI"
"MBR-SCR-2026-03662","2026-08-25T19:39:00.000Z","BCM","Ballast Cleaning Machine (RM-80 BCM)","BCM-1612","SC-BZA","SCR","WLMD","NLDA","LOOP_LINE","89.699","92.4","2.701","3.72","km","43.2","84.2","TRACK_BUCK","Track Buckling","5","3.8","true","ES-WLMD-UP-07","false","None","WLMD","TRD Tower Wagon + S&T Interlocking Check","20","SANCTIONED","5","0.83","V. Gupta AEN"
"MBR-CR-2026-03663","2026-07-05T21:58:00.000Z","RGM","Rail Grinding Machine (72-Stone RGM)","RGM-4100","CSTM-PUNE","CR","LNL","KYN","DN_MAIN","101.277","104.147","2.87","3.94","pass-km","48.4","91.1","ALIGN_VERT","Alignment — Vertical (Unevenness)","4.8","3.6","true","ES-LNL-UP-03","false","None","LNL","TRD Tower Wagon + S&T Interlocking Check","75","CURTAILED","3.6","0.78","K. Joshi SE/P-Way"
"MBR-NCR-2026-03664","2026-07-07T16:37:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-3767","DLI-AGC","NCR","KSV","MTJ","SINGLE_LINE","144.241","149.039","4.798","4.35","km","57.4","88.8","RAIL_FRAC","Rail Fracture","3.8","2.8","false","N/A","false","None","KSV","Gang Manual Off-Track Pack","45","SANCTIONED","3.8","0.91","A. Verma APWI"
"MBR-NR-2026-03665","2026-08-28T11:02:00.000Z","3X","3-Sleeper Tamping (09-3X)","3X-8800","DLI-AMB","NR","DLI","SZM","DN_MAIN","72.336","76.175","3.839","1.9","km","49.1","81.7","HOG_RAIL","Hogged Rail","4.1","3.1","false","N/A","false","None","DLI","Gang Manual Off-Track Pack","45","SANCTIONED","4.1","0.93","K. Joshi SE/P-Way"
