sample_id,dept_code,zone,division,section_id,section_encoded,track_type_encoded,from_km,to_km,km_span,elementary_section_id,defect_type,defect_severity_score,days_overdue,work_category,demanded_duration_mins,power_cut_required,traffic_cut_required,tower_wagon_required,traffic_density_trains_per_day,coa_available_free_slot_mins,concurrent_engg_block_available,concurrent_engg_block_overlap_pct,peak_hours_conflict,ambient_temp_factor,speed_risk_factor,urgency_score
ML-GEN-00232,"TRD","CR","BSL","KYN-BSL",386,1,317.611,319.12,1.509,"ES-C51A","JUMPER_HOTSPOT",0.8212,12,"DEFECT_ATTENDANCE",100,1,1,1,94,129,0,0,0,0.582,0.731,0.6457
ML-GEN-01451,"TRD","WR","BCT","BVI-VR",208,0,82.741,84.972,2.232,"ES-W43A","NEUTRAL_PTFE",0.6156,16,"POH_SCHEDULE",168,1,1,1,204,30,1,0.93,1,0.642,0.898,0.6483
ML-GEN-00471,"TRD","CR","BSL","KYN-BSL",386,0,170.165,172.331,2.165,"ES-C50A","CANTILEVER_MISALIGN",0.5581,10,"DEFECT_ATTENDANCE",121,1,1,1,88,117,1,0.52,0,0.898,0.468,0.6145
ML-GEN-01841,"TRD","WR","BCT","BVI-VR",208,0,78.018,82.485,4.467,"ES-W43B","DROPPER_DEFECTIVE",0.602,81,"EMERGENCY_REPAIR",40,1,0,0,185,33,1,0.69,1,0.714,0.733,0.7731
ML-GEN-00512,"TRD","WR","BCT","BCT-BVI",543,0,29.437,30.624,1.187,"ES-W41A","INSULATOR_FLASHOVER",0.9327,22,"POH_SCHEDULE",146,1,1,1,220,30,1,0.69,0,0.108,0.626,0.6748
ML-GEN-02428,"TRD","NR","DLI","NDLS-GZB",823,1,10.807,15.587,4.78,"ES-D02A","STEADYARM_CORRODED",0.4353,11,"DEFECT_ATTENDANCE",114,1,1,1,221,30,0,0,0,0.85,0.517,0.6308
ML-GEN-01714,"TRD","NR","DLI","NDLS-PWL",389,0,49.087,52.901,3.815,"ES-D06A","CW_WEAR",0.7821,15,"PREVENTIVE_MAINT",151,1,1,1,98,123,1,0.8,0,0.574,0.606,0.65
ML-GEN-00699,"TRD","NR","DLI","NDLS-PWL",389,0,3.45,6.284,2.834,"ES-D06B","ANTICREEP_DEFECT",0.4263,14,"POH_SCHEDULE",122,1,1,1,111,111,0,0,0,0.418,0.786,0.6291
ML-GEN-00638,"TRD","WR","BCT","BCT-BVI",543,1,45.933,49.646,3.712,"ES-W40B","STEADYARM_CORRODED",0.6939,10,"EMERGENCY_REPAIR",73,1,1,1,227,30,0,0,0,0.555,0.564,0.6466
ML-GEN-01214,"TRD","NR","DLI","NDLS-PWL",389,1,3.468,5.513,2.045,"ES-D07A","NEUTRAL_PTFE",0.6883,12,"FOOT_PATROL",96,1,1,1,128,77,1,0.55,0,0.294,0.787,0.6289
ML-GEN-01737,"TRD","ECR","DNR","BXR-DNR",655,1,614.053,615.122,1.069,"ES-09B","BIRD_MENACE",0.7253,17,"EMERGENCY_REPAIR",88,1,1,0,111,102,0,0,0,0.709,0.711,0.639
ML-GEN-00094,"TRD","CR","BSL","KYN-BSL",386,0,191.833,194.15,2.317,"ES-C51A","JUMPER_HOTSPOT",0.7786,15,"EMERGENCY_REPAIR",97,1,1,1,93,157,1,0.5,0,0.268,0.626,0.6712
ML-GEN-01770,"TRD","CR","BSL","KYN-BSL",386,0,176.291,180.539,4.248,"ES-C51A","CW_WEAR",0.6788,11,"PREVENTIVE_MAINT",158,1,1,1,86,142,0,0,0,0.173,0.602,0.6229
ML-GEN-01976,"TRD","CR","BSL","BSL-NGP",465,1,603.175,608.072,4.897,"ES-C54A","CW_WEAR",0.603,9,"POH_SCHEDULE",161,1,1,1,80,128,1,0.85,0,0.752,0.4,0.6251
ML-GEN-00697,"TRD","NR","DLI","NDLS-GZB",823,1,4.519,8.322,3.803,"ES-D03A","NEUTRAL_PTFE",0.6766,6,"FOOT_PATROL",68,1,1,1,168,54,1,0.71,0,0.604,0.651,0.6278
ML-GEN-01253,"TRD","WR","BCT","BVI-VR",208,0,78.312,79.486,1.174,"ES-W43B","CW_WEAR",0.6093,8,"FOOT_PATROL",94,1,1,1,187,30,1,0.93,0,0.235,0.826,0.6402
ML-GEN-02379,"TRD","NR","DLI","NDLS-GZB",823,0,17.079,21.924,4.845,"ES-D01B","CANTILEVER_MISALIGN",0.7391,9,"POH_SCHEDULE",93,1,1,1,192,30,0,0,0,0.65,0.748,0.6525
ML-GEN-01398,"TRD","ECR","DNR","MKA-BKP",417,1,489.459,491.658,2.199,"ES-31B","CANTILEVER_MISALIGN",0.8326,7,"POH_SCHEDULE",110,1,1,1,77,114,1,0.94,0,0.623,0.346,0.6319
ML-GEN-00487,"TRD","CR","BSL","KYN-BSL",386,1,424.594,427.574,2.98,"ES-C50A","INSULATOR_FLASHOVER",0.8976,12,"PREVENTIVE_MAINT",177,1,1,1,101,88,0,0,1,0.814,0.82,0.6874
ML-GEN-00148,"TRD","ECR","DNR","MKA-BKP",417,0,491.326,491.947,0.62,"ES-31A","INSULATOR_FLASHOVER",0.838,8,"DEFECT_ATTENDANCE",91,1,1,1,84,122,1,0.5,0,0.539,0.883,0.6614
ML-GEN-01941,"TRD","CR","BSL","KYN-BSL",386,1,176.057,178.967,2.91,"ES-C50B","CW_WEAR",0.8392,17,"POH_SCHEDULE",98,1,1,1,94,130,0,0,0,0.685,0.573,0.6797
ML-GEN-00962,"TRD","ECR","DNR","MKA-BKP",417,1,490.068,491.667,1.599,"ES-31B","INSULATOR_FLASHOVER",0.7208,11,"FOOT_PATROL",49,1,1,0,87,139,1,0.68,0,0.31,0.712,0.6091
ML-GEN-01624,"TRD","WR","BCT","BCT-BVI",543,1,23.139,27.62,4.481,"ES-W41A","CANTILEVER_MISALIGN",0.5339,74,"AOH_SCHEDULE",182,1,1,1,282,30,1,0.81,0,0.465,0.587,0.727
ML-GEN-01758,"TRD","NR","DLI","GZB-MB",515,1,43.921,44.46,0.539,"ES-D04B","JUMPER_HOTSPOT",0.7346,15,"POH_SCHEDULE",147,1,1,1,132,88,1,0.88,1,0.235,0.896,0.6349
ML-GEN-01325,"TRD","CR","BSL","BSL-NGP",465,0,574.589,575.939,1.35,"ES-C53A","CW_WEAR",0.4589,14,"AOH_SCHEDULE",128,1,1,1,63,158,1,0.83,0,0.137,0.387,0.5955
ML-GEN-00293,"TRD","NR","DLI","NDLS-PWL",389,0,4.823,5.79,0.967,"ES-D07A","INSULATOR_FLASHOVER",0.7515,14,"EMERGENCY_REPAIR",88,1,1,1,101,109,1,0.79,0,0.155,0.445,0.6211
ML-GEN-01725,"TRD","CR","BSL","KYN-BSL",386,0,188.415,188.941,0.526,"ES-C50B","CANTILEVER_MISALIGN",0.7268,5,"EMERGENCY_REPAIR",62,1,1,1,100,137,1,0.62,0,0.533,0.481,0.619
ML-GEN-02225,"TRD","CR","BSL","BSL-NGP",465,1,469.546,470.132,0.586,"ES-C54A","INSULATOR_FLASHOVER",0.8973,8,"PREVENTIVE_MAINT",175,1,1,1,75,134,1,0.68,0,0.311,0.178,0.6132
ML-GEN-01372,"TRD","CR","BSL","BSL-NGP",465,0,505.967,506.678,0.712,"ES-C54A","INSULATOR_FLASHOVER",0.6272,13,"PREVENTIVE_MAINT",98,1,1,1,72,138,1,0.76,0,0.896,0.322,0.6478
ML-GEN-02369,"TRD","NR","DLI","GZB-MB",515,0,60.687,62.401,1.714,"ES-D04B","DROPPER_DEFECTIVE",0.6325,6,"DEFECT_ATTENDANCE",89,1,1,1,125,85,1,0.98,0,0.777,0.772,0.6339
ML-GEN-01749,"TRD","WR","BCT","BCT-BVI",543,0,38.962,40.109,1.147,"ES-W40A","CANTILEVER_MISALIGN",0.6898,9,"AOH_SCHEDULE",236,1,1,1,258,30,0,0,1,0.66,0.47,0.631
ML-GEN-02275,"TRD","NR","DLI","GZB-MB",515,0,34.763,35.467,0.704,"ES-D04A","CANTILEVER_MISALIGN",0.8979,9,"EMERGENCY_REPAIR",38,1,1,1,119,103,0,0,0,0.688,0.524,0.6361
ML-GEN-01036,"TRD","ECR","DNR","BXR-DNR",655,0,610.481,614.022,3.541,"ES-09A","INSULATOR_FLASHOVER",0.8481,14,"AOH_SCHEDULE",130,1,1,1,101,167,0,0,0,0.532,0.778,0.656
ML-GEN-01691,"TRD","WR","BCT","BCT-BVI",543,1,45.908,47.714,1.806,"ES-W40A","JUMPER_HOTSPOT",0.7577,16,"DEFECT_ATTENDANCE",64,1,1,1,245,30,1,0.72,0,0.621,0.692,0.6601
ML-GEN-01127,"TRD","WR","BCT","BVI-VR",208,1,56.153,57.551,1.398,"ES-W43A","NEUTRAL_PTFE",0.8988,12,"POH_SCHEDULE",178,1,1,1,202,30,0,0,0,0.348,0.604,0.649
ML-GEN-00642,"TRD","CR","BSL","KYN-BSL",386,1,267.368,271.821,4.453,"ES-C50A","STEADYARM_CORRODED",0.6634,10,"AOH_SCHEDULE",241,1,1,1,104,62,1,0.68,0,0.528,0.622,0.6166
ML-GEN-01980,"TRD","NR","DLI","GZB-MB",515,0,58.04,59.524,1.484,"ES-D05A","DROPPER_DEFECTIVE",0.6609,17,"FOOT_PATROL",78,1,1,0,127,69,0,0,1,0.244,0.768,0.6496
ML-GEN-00746,"TRD","ECR","DNR","MKA-BKP",417,1,490.473,492.561,2.088,"ES-31B","NEUTRAL_PTFE",0.4875,18,"EMERGENCY_REPAIR",30,1,0,0,90,102,1,0.58,0,0.286,0.78,0.6227
ML-GEN-00250,"TRD","WR","BCT","BCT-BVI",543,1,42.685,43.341,0.657,"ES-W40A","DROPPER_DEFECTIVE",0.5655,13,"PREVENTIVE_MAINT",132,1,1,1,321,30,1,0.66,1,0.79,0.69,0.637
ML-GEN-01067,"TRD","NR","DLI","NDLS-PWL",389,0,16.634,21.594,4.96,"ES-D06A","CW_WEAR",0.4822,13,"EMERGENCY_REPAIR",66,1,1,0,119,80,1,0.83,0,0.54,0.802,0.6301
ML-GEN-00709,"TRD","WR","BCT","BVI-VR",208,0,103.68,105.64,1.959,"ES-W43A","ANTICREEP_DEFECT",0.5256,18,"PREVENTIVE_MAINT",87,1,1,0,202,30,1,0.61,0,0.407,0.473,0.634
ML-GEN-00300,"TRD","WR","BCT","BVI-VR",208,0,89.078,90.173,1.095,"ES-W44B","DROPPER_DEFECTIVE",0.6587,6,"EMERGENCY_REPAIR",57,1,0,1,165,57,0,0,0,0.295,0.492,0.6125
ML-GEN-01619,"TRD","WR","BCT","BVI-VR",208,1,83.465,88.367,4.902,"ES-W43A","INSULATOR_FLASHOVER",0.9128,11,"AOH_SCHEDULE",133,1,1,1,211,30,0,0,0,0.285,0.42,0.6415
ML-GEN-00580,"TRD","WR","BCT","BVI-VR",208,1,63.527,65.287,1.76,"ES-W43A","CW_WEAR",0.8122,17,"POH_SCHEDULE",158,1,1,1,211,30,0,0,0,0.42,0.411,0.6576
ML-GEN-00622,"TRD","WR","BCT","BVI-VR",208,1,73.162,77.886,4.725,"ES-W43B","CW_WEAR",0.6761,12,"POH_SCHEDULE",149,1,1,1,196,30,1,0.8,1,0.544,0.621,0.6104
ML-GEN-00550,"TRD","WR","BCT","BVI-VR",208,1,80.345,84.014,3.668,"ES-W44B","CW_WEAR",0.7664,10,"POH_SCHEDULE",195,1,1,1,224,30,0,0,0,0.333,0.591,0.6311
ML-GEN-00209,"TRD","CR","BSL","BSL-NGP",465,0,547.279,549.668,2.389,"ES-C54A","CW_WEAR",0.5824,21,"EMERGENCY_REPAIR",78,1,1,0,84,140,1,0.94,0,0.116,0.597,0.6409
ML-GEN-00941,"TRD","WR","BCT","BVI-VR",208,1,57.365,60.89,3.526,"ES-W43B","BIRD_MENACE",0.8152,8,"AOH_SCHEDULE",170,1,1,1,202,30,0,0,1,0.326,0.586,0.6234
ML-GEN-02451,"TRD","NR","DLI","GZB-MB",515,0,46.395,47.362,0.967,"ES-D05B","DROPPER_DEFECTIVE",0.4515,16,"AOH_SCHEDULE",209,1,1,1,110,102,1,0.89,0,0.265,0.756,0.6199
ML-GEN-02034,"TRD","CR","BSL","BSL-NGP",465,1,775.75,780.629,4.878,"ES-C54A","INSULATOR_FLASHOVER",0.7362,6,"EMERGENCY_REPAIR",85,1,1,1,82,132,0,0,0,0.362,0.768,0.6266
ML-GEN-01107,"TRD","ECR","DNR","BXR-DNR",655,1,613.386,614.53,1.145,"ES-09A","NEUTRAL_PTFE",0.6089,8,"PREVENTIVE_MAINT",143,1,1,1,111,92,0,0,0,0.695,0.416,0.6042
ML-GEN-00534,"TRD","CR","BSL","BSL-NGP",465,1,615.041,616.756,1.715,"ES-C53A","CW_WEAR",0.7911,15,"PREVENTIVE_MAINT",170,1,1,1,68,148,1,0.99,0,0.629,0.32,0.6695
ML-GEN-00886,"TRD","WR","BCT","BVI-VR",208,1,70.884,71.877,0.993,"ES-W43B","CW_WEAR",0.7673,20,"AOH_SCHEDULE",230,1,1,1,177,30,0,0,0,0.484,0.637,0.6606
ML-GEN-00516,"TRD","ECR","DNR","PNBE-RJPB",870,1,545.494,546.281,0.786,"ES-18A","JUMPER_HOTSPOT",0.807,13,"POH_SCHEDULE",98,1,1,1,167,30,1,0.75,1,0.283,0.813,0.6536
ML-GEN-01015,"TRD","CR","BSL","BSL-NGP",465,0,514.867,517.978,3.111,"ES-C54A","DROPPER_DEFECTIVE",0.5069,12,"DEFECT_ATTENDANCE",53,1,0,1,78,131,1,0.97,0,0.849,0.423,0.6355
ML-GEN-01931,"TRD","CR","BSL","BSL-NGP",465,0,756.023,758.613,2.59,"ES-C54B","CANTILEVER_MISALIGN",0.6269,12,"FOOT_PATROL",64,1,1,0,71,174,1,0.89,0,0.174,0.301,0.6233
ML-GEN-02121,"TRD","CR","BSL","KYN-BSL",386,0,342.549,346.026,3.477,"ES-C50B","CANTILEVER_MISALIGN",0.5439,10,"FOOT_PATROL",50,1,0,0,78,139,1,0.81,0,0.881,0.455,0.6413
ML-GEN-02301,"TRD","ECR","DNR","DNR-PNBE",454,1,540.241,541.73,1.489,"ES-25B","JUMPER_HOTSPOT",0.8932,38,"FOOT_PATROL",80,1,1,1,97,137,0,0,0,0.71,0.592,0.7195
ML-GEN-01059,"TRD","ECR","DNR","BXR-DNR",655,1,613.301,615.959,2.658,"ES-10A","CANTILEVER_MISALIGN",0.7994,15,"POH_SCHEDULE",106,1,1,1,108,109,0,0,1,0.729,0.579,0.6387
ML-GEN-00338,"TRD","ECR","DNR","DNR-PNBE",454,1,541.678,543.868,2.19,"ES-25B","CW_WEAR",0.56,15,"AOH_SCHEDULE",181,1,1,1,134,73,1,0.64,1,0.748,0.734,0.6339
ML-GEN-00603,"TRD","NR","DLI","NDLS-GZB",823,0,8.014,8.964,0.949,"ES-D02B","INSULATOR_FLASHOVER",0.7236,8,"FOOT_PATROL",60,1,1,0,197,30,1,0.71,1,0.344,0.816,0.6302
ML-GEN-00276,"TRD","NR","DLI","NDLS-PWL",389,1,0.36,3.478,3.118,"ES-D07B","DROPPER_DEFECTIVE",0.7168,88,"PREVENTIVE_MAINT",162,1,1,1,105,138,0,0,0,0.181,0.446,0.7897
ML-GEN-00670,"TRD","CR","BSL","KYN-BSL",386,1,292.834,297.595,4.761,"ES-C50B","JUMPER_HOTSPOT",0.8614,14,"POH_SCHEDULE",110,1,1,1,88,144,1,0.88,0,0.735,0.714,0.6735
ML-GEN-00819,"TRD","CR","BSL","BSL-NGP",465,1,563.819,567.247,3.427,"ES-C54A","CW_WEAR",0.7025,11,"POH_SCHEDULE",112,1,1,1,76,146,1,0.93,0,0.142,0.345,0.5959
ML-GEN-01132,"TRD","NR","DLI","NDLS-GZB",823,1,18.738,22.686,3.948,"ES-D03A","CW_WEAR",0.5797,10,"POH_SCHEDULE",134,1,1,1,167,41,1,0.6,0,0.378,0.562,0.6367
ML-GEN-00537,"TRD","NR","DLI","NDLS-PWL",389,1,5.08,9.79,4.71,"ES-D07B","CANTILEVER_MISALIGN",0.64,13,"PREVENTIVE_MAINT",79,1,1,0,106,132,0,0,0,0.855,0.636,0.6494
ML-GEN-00667,"TRD","CR","BSL","KYN-BSL",386,0,279.33,280.214,0.884,"ES-C52A","BIRD_MENACE",0.7341,12,"PREVENTIVE_MAINT",170,1,1,1,87,121,1,0.85,0,0.368,0.546,0.6251
ML-GEN-00567,"TRD","CR","BSL","BSL-NGP",465,1,643.409,644.021,0.613,"ES-C53A","CW_WEAR",0.7862,9,"AOH_SCHEDULE",184,1,1,1,71,165,1,0.58,0,0.542,0.397,0.6008
ML-GEN-01418,"TRD","CR","BSL","KYN-BSL",386,0,56.55,57.568,1.018,"ES-C52A","CW_WEAR",0.627,21,"EMERGENCY_REPAIR",63,1,1,1,86,131,0,0,0,0.337,0.492,0.6315
ML-GEN-01390,"TRD","ECR","DNR","BXR-DNR",655,0,613.681,615.78,2.1,"ES-09B","STEADYARM_CORRODED",0.5853,12,"POH_SCHEDULE",150,1,1,1,107,100,1,0.77,0,0.328,0.831,0.6098
ML-GEN-02356,"TRD","ECR","DNR","PNBE-RJPB",870,0,545.149,547.507,2.358,"ES-18B","JUMPER_HOTSPOT",0.7652,3,"POH_SCHEDULE",117,1,1,1,150,54,1,0.85,1,0.675,0.717,0.6395
ML-GEN-02302,"TRD","WR","BCT","BCT-BVI",543,1,0.92,2.696,1.775,"ES-W42A","CW_WEAR",0.7132,13,"FOOT_PATROL",94,1,1,1,281,30,1,0.51,1,0.185,0.722,0.6169
ML-GEN-01885,"TRD","NR","DLI","GZB-MB",515,1,60.455,63.108,2.654,"ES-D04A","DROPPER_DEFECTIVE",0.3941,13,"POH_SCHEDULE",184,1,1,1,134,32,1,0.58,0,0.25,0.585,0.5923
ML-GEN-01937,"TRD","ECR","DNR","DNR-PNBE",454,1,542.166,543.469,1.303,"ES-24A","DROPPER_DEFECTIVE",0.6092,13,"AOH_SCHEDULE",138,1,1,1,139,81,0,0,0,0.593,0.523,0.6153
ML-GEN-01467,"TRD","WR","BCT","BVI-VR",208,1,72.768,77.414,4.646,"ES-W43A","BIRD_MENACE",0.8928,59,"EMERGENCY_REPAIR",71,1,1,0,155,30,0,0,0,0.688,0.458,0.7695
ML-GEN-00524,"TRD","WR","BCT","BCT-BVI",543,1,29.609,32.917,3.308,"ES-W40B","ANTICREEP_DEFECT",0.646,10,"FOOT_PATROL",130,1,1,1,245,30,1,0.68,0,0.297,0.459,0.6318
ML-GEN-01109,"TRD","CR","BSL","BSL-NGP",465,0,647.252,649.671,2.419,"ES-C54A","CW_WEAR",0.4891,13,"DEFECT_ATTENDANCE",89,1,1,1,61,152,1,0.55,0,0.758,0.378,0.6387
ML-GEN-00069,"TRD","WR","BCT","BCT-BVI",543,0,5.755,9.216,3.462,"ES-W40A","INSULATOR_FLASHOVER",0.6569,13,"DEFECT_ATTENDANCE",108,1,1,1,213,30,1,0.62,0,0.18,0.533,0.6232
ML-GEN-01079,"TRD","ECR","DNR","PNBE-RJPB",870,1,547.711,548.344,0.633,"ES-18B","CANTILEVER_MISALIGN",0.6432,45,"EMERGENCY_REPAIR",78,1,1,1,119,135,1,0.95,0,0.704,0.449,0.7169
ML-GEN-02160,"TRD","CR","BSL","KYN-BSL",386,0,85.089,86.383,1.294,"ES-C51B","STEADYARM_CORRODED",0.3836,14,"EMERGENCY_REPAIR",93,1,1,1,79,143,0,0,0,0.522,0.474,0.6003
ML-GEN-00897,"TRD","ECR","DNR","PNBE-RJPB",870,0,545.377,547.597,2.22,"ES-18B","CW_WEAR",0.4564,10,"FOOT_PATROL",64,1,1,1,143,67,0,0,0,0.505,0.698,0.6154
ML-GEN-02344,"TRD","CR","BSL","BSL-NGP",465,1,748.879,749.863,0.984,"ES-C53A","INSULATOR_FLASHOVER",0.8946,10,"FOOT_PATROL",86,1,1,1,64,110,0,0,0,0.755,0.307,0.6779
ML-GEN-00889,"TRD","ECR","DNR","PNBE-RJPB",870,0,547.081,547.894,0.812,"ES-18B","CW_WEAR",0.8113,10,"DEFECT_ATTENDANCE",76,1,1,1,128,85,1,0.83,0,0.471,0.771,0.6502
ML-GEN-00806,"TRD","ECR","DNR","PNBE-RJPB",870,0,546.313,547.94,1.627,"ES-18A","INSULATOR_FLASHOVER",0.6418,13,"EMERGENCY_REPAIR",88,1,1,1,154,40,1,0.7,0,0.789,0.703,0.6583
ML-GEN-00167,"TRD","NR","DLI","NDLS-PWL",389,0,17.603,18.593,0.99,"ES-D06A","CW_WEAR",0.8313,7,"EMERGENCY_REPAIR",91,1,1,1,100,130,0,0,0,0.391,0.731,0.6314
ML-GEN-00672,"TRD","WR","BCT","BVI-VR",208,1,80.878,83.011,2.133,"ES-W43A","NEUTRAL_PTFE",0.6485,12,"FOOT_PATROL",63,1,1,1,156,30,0,0,0,0.312,0.716,0.6429
ML-GEN-01282,"TRD","WR","BCT","BCT-BVI",543,1,25.01,25.842,0.831,"ES-W42A","CW_WEAR",0.6095,16,"DEFECT_ATTENDANCE",79,1,1,0,258,30,0,0,0,0.293,0.894,0.6474
ML-GEN-01961,"TRD","NR","DLI","GZB-MB",515,0,59.345,63.046,3.7,"ES-D04B","CW_WEAR",0.4803,10,"PREVENTIVE_MAINT",140,1,1,1,121,97,0,0,0,0.803,0.523,0.624
ML-GEN-00415,"TRD","ECR","DNR","DNR-PNBE",454,1,542.062,543.012,0.95,"ES-25A","DROPPER_DEFECTIVE",0.5958,12,"AOH_SCHEDULE",215,1,1,1,116,148,0,0,0,0.798,0.892,0.6526
ML-GEN-01617,"TRD","NR","DLI","NDLS-GZB",823,0,5.168,5.87,0.703,"ES-D03A","ANTICREEP_DEFECT",0.6116,13,"EMERGENCY_REPAIR",58,1,0,0,210,30,1,0.68,0,0.237,0.568,0.6471
ML-GEN-01226,"TRD","CR","BSL","BSL-NGP",465,0,610.852,615.193,4.341,"ES-C53A","JUMPER_HOTSPOT",0.7887,17,"DEFECT_ATTENDANCE",146,1,1,1,76,162,1,0.54,0,0.173,0.167,0.6418
ML-GEN-01985,"TRD","ECR","DNR","PNBE-RJPB",870,1,547.441,548.491,1.05,"ES-18B","INSULATOR_FLASHOVER",0.8025,11,"EMERGENCY_REPAIR",30,1,1,0,128,131,0,0,0,0.152,0.407,0.6164
ML-GEN-00887,"TRD","NR","DLI","GZB-MB",515,1,41.275,45.217,3.942,"ES-D05B","DROPPER_DEFECTIVE",0.6221,10,"EMERGENCY_REPAIR",58,1,0,0,145,69,1,0.61,0,0.339,0.876,0.6537
ML-GEN-02319,"TRD","CR","BSL","KYN-BSL",386,0,441.024,444.974,3.949,"ES-C50B","CANTILEVER_MISALIGN",0.7913,20,"AOH_SCHEDULE",148,1,1,1,96,137,1,0.77,0,0.687,0.885,0.6868
ML-GEN-01908,"TRD","NR","DLI","NDLS-GZB",823,0,12.96,14.848,1.889,"ES-D01B","DROPPER_DEFECTIVE",0.4753,15,"POH_SCHEDULE",166,1,1,1,137,80,1,0.74,0,0.115,0.598,0.6243
ML-GEN-00968,"TRD","NR","DLI","NDLS-GZB",823,1,6.496,11.345,4.849,"ES-D02B","BIRD_MENACE",0.6993,13,"AOH_SCHEDULE",169,1,1,1,181,31,1,0.65,0,0.175,0.714,0.6177
ML-GEN-02064,"TRD","CR","BSL","BSL-NGP",465,1,644.719,649.114,4.395,"ES-C53A","INSULATOR_FLASHOVER",0.8179,18,"EMERGENCY_REPAIR",71,1,1,1,76,148,1,0.75,0,0.577,0.455,0.6474
ML-GEN-00453,"TRD","CR","BSL","BSL-NGP",465,0,728.491,729.028,0.537,"ES-C53B","JUMPER_HOTSPOT",0.8635,61,"DEFECT_ATTENDANCE",79,1,1,1,87,118,1,0.74,0,0.155,0.722,0.7491
ML-GEN-01974,"TRD","NR","DLI","GZB-MB",515,1,59.501,60.724,1.223,"ES-D05B","BIRD_MENACE",0.9102,9,"POH_SCHEDULE",107,1,1,1,141,84,1,0.75,1,0.574,0.609,0.6725
ML-GEN-01397,"TRD","ECR","DNR","BXR-DNR",655,1,612.549,613.902,1.354,"ES-09B","CW_WEAR",0.4473,14,"POH_SCHEDULE",135,1,1,1,86,101,1,0.9,0,0.212,0.813,0.612
ML-GEN-01975,"TRD","ECR","DNR","PNBE-RJPB",870,1,545.118,546.335,1.217,"ES-18A","INSULATOR_FLASHOVER",0.7245,10,"FOOT_PATROL",48,1,1,0,160,62,0,0,0,0.578,0.751,0.6407
ML-GEN-02168,"TRD","CR","BSL","KYN-BSL",386,1,92.787,93.499,0.712,"ES-C50B","INSULATOR_FLASHOVER",0.6332,10,"AOH_SCHEDULE",234,1,1,1,114,106,0,0,0,0.887,0.667,0.6256
ML-GEN-00722,"TRD","CR","BSL","BSL-NGP",465,0,781.782,783.846,2.064,"ES-C54A","BIRD_MENACE",0.7823,11,"DEFECT_ATTENDANCE",63,1,1,1,77,131,1,0.96,0,0.827,0.368,0.6547
ML-GEN-01608,"TRD","NR","DLI","NDLS-GZB",823,1,29.25,29.792,0.542,"ES-D02B","NEUTRAL_PTFE",0.7724,11,"FOOT_PATROL",60,1,1,1,193,30,0,0,0,0.182,0.647,0.619
ML-GEN-01307,"TRD","CR","BSL","KYN-BSL",386,0,441.236,444.711,3.475,"ES-C51A","STEADYARM_CORRODED",0.4457,14,"EMERGENCY_REPAIR",71,1,1,1,91,133,1,0.9,0,0.172,0.432,0.5852
ML-GEN-02243,"TRD","CR","BSL","KYN-BSL",386,0,129.306,129.962,0.656,"ES-C50A","CANTILEVER_MISALIGN",0.6503,17,"PREVENTIVE_MAINT",163,1,1,1,90,130,0,0,0,0.511,0.666,0.6342
ML-GEN-01598,"TRD","CR","BSL","KYN-BSL",386,0,197.885,198.872,0.986,"ES-C50B","DROPPER_DEFECTIVE",0.5037,10,"PREVENTIVE_MAINT",136,1,1,1,95,125,0,0,0,0.332,0.64,0.6077
ML-GEN-01886,"TRD","WR","BCT","BCT-BVI",543,1,38.426,39.766,1.34,"ES-W41B","DROPPER_DEFECTIVE",0.667,15,"EMERGENCY_REPAIR",66,1,1,1,272,30,1,0.83,0,0.145,0.687,0.6225
ML-GEN-00780,"TRD","WR","BCT","BCT-BVI",543,1,39.197,41.79,2.593,"ES-W41B","CW_WEAR",0.6218,9,"FOOT_PATROL",100,1,1,1,211,30,1,0.7,1,0.52,0.679,0.609
ML-GEN-00432,"TRD","WR","BCT","BVI-VR",208,1,99.888,104.504,4.616,"ES-W43B","CW_WEAR",0.6139,84,"PREVENTIVE_MAINT",111,1,1,1,222,30,0,0,0,0.697,0.616,0.7757
ML-GEN-01060,"TRD","WR","BCT","BCT-BVI",543,0,20.029,20.564,0.535,"ES-W41A","CW_WEAR",0.6009,15,"DEFECT_ATTENDANCE",80,1,1,0,245,30,1,0.51,0,0.796,0.626,0.6611
ML-GEN-00030,"TRD","NR","DLI","GZB-MB",515,0,57.7,61.352,3.652,"ES-D04B","STEADYARM_CORRODED",0.465,14,"PREVENTIVE_MAINT",77,1,1,0,129,109,1,0.88,0,0.787,0.595,0.6203
ML-GEN-00382,"TRD","WR","BCT","BCT-BVI",543,0,10.72,13.999,3.279,"ES-W42A","CW_WEAR",0.4957,12,"FOOT_PATROL",108,1,1,1,294,30,0,0,0,0.217,0.781,0.5925
ML-GEN-00629,"TRD","WR","BCT","BVI-VR",208,1,103.392,106.533,3.14,"ES-W44B","DROPPER_DEFECTIVE",0.6693,7,"FOOT_PATROL",114,1,1,1,229,30,1,0.51,0,0.844,0.409,0.6216
ML-GEN-01469,"TRD","NR","DLI","NDLS-PWL",389,1,23.743,25.801,2.058,"ES-D06A","CANTILEVER_MISALIGN",0.6143,9,"POH_SCHEDULE",78,1,1,0,99,105,1,0.75,0,0.273,0.661,0.6118
