"project_id","project_title","category","station_code","division","zone_code","zone_name","sanction_reference","sanction_year","estimated_cost_crores","physical_progress_pct","financial_progress_pct","ni_block_hours","pre_ni_shadow_blocks","twr_approved","crs_sanction_ref","sr_dso_clearance","target_commissioning_date","ni_status","bdms_ni_demand_id","transfer_status","trains_cancelled","trains_diverted","trains_short_terminated","mega_block_start_date","mega_block_end_date","project_manager","contractor","works_programme_ref","latitude","longitude"
"PB-SECR-04143","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Coimbatore Jn","Raipur","SECR","South East Central Railway","Pink Book Item 2024-25","2024-25",84.75,72,66,36,26,TRUE,"CRS/SECR/112/2026",TRUE,"2027-09-25","Pre-NI Staging","BDMS-NI-2026-SECR-04143","Transferred to BDMS",0,0,0,,,"Bharat Bhushan (DSTE/Raipur)","L&T","WP/SECR/2024-25/150",25.78,88.81
"PB-NCR-04144","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Ranchi Jn","Agra","NCR","North Central Railway","LAW Sanction Item 2025-26","2025-26",9.22,100,98,12,10,TRUE,"CRS/NCR/677/2026",TRUE,"2027-10-25","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Ajay Thakur (DSTE/Agra)","L&T","WP/NCR/2025-26/131",18.14,75.41
"PB-WR-04145","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Vadodara Jn","Mumbai Central","WR","Western Railway","Pink Book Item 2023-24","2023-24",34.38,21,18,48,21,FALSE,"CRS/WR/994/2026",FALSE,"2028-01-30","NI In Progress","BDMS-NI-2026-WR-04145","Transferred to BDMS",50,13,4,"2026-08-11","2026-09-07","Pradeep Singh (DSTE/Mumbai Central)","Medha Servo","WP/WR/2023-24/28",27.08,76.18
"PB-NCR-04146","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Bhubaneswar","Jhansi","NCR","North Central Railway","Pink Book Item 2023-24","2023-24",59.59,65,59,48,21,TRUE,"CRS/NCR/496/2026",TRUE,"2027-08-06","NI In Progress","BDMS-NI-2026-NCR-04146","Transferred to BDMS",20,30,7,"2026-09-05","2026-09-06","Nitin Agarwal (DSTE/Jhansi)","IRCON","WP/NCR/2023-24/71",22.22,87.83
"PB-NWR-04147","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Varanasi Jn","Jaipur","NWR","North Western Railway","Pink Book Item 2025-26","2025-26",33.71,91,91,48,8,TRUE,"CRS/NWR/888/2026",TRUE,"2027-05-07","Delayed / Revised","BDMS-NI-2026-NWR-04147","Transferred to BDMS",0,0,0,,,"Ramesh Tiwari (DSTE/Jaipur)","Thales India","WP/NWR/2025-26/100",32.79,83.76
"PB-SER-04148","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Kharagpur Jn","Adra","SER","South Eastern Railway","Pink Book Item 2024-25","2024-25",113.65,19,19,36,27,FALSE,"CRS/SER/254/2026",FALSE,"2026-09-06","Commissioned",,"Pending Transfer",0,0,0,,,"Jagdish Lal (DSTE/Adra)","RVNL","WP/SER/2024-25/142",13.14,75.32
"PB-SWR-04149","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Kharagpur Jn","Hubballi","SWR","South Western Railway","Pink Book Item 2022-23","2022-23",19.89,40,29,72,30,FALSE,"CRS/SWR/910/2026",FALSE,"2026-09-12","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Govind Ram (DSTE/Hubballi)","RITES","WP/SWR/2022-23/97",12.53,73.08
"PB-SCR-04150","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Guntakal Jn","Nanded","SCR","South Central Railway","Pink Book Item 2025-26","2025-26",25.63,48,41,48,5,FALSE,"CRS/SCR/267/2026",TRUE,"2027-01-30","Sanctioned (Awaiting NI)","BDMS-NI-2026-SCR-04150","Transferred to BDMS",0,0,0,,,"Ramesh Tiwari (DSTE/Nanded)","IRCON","WP/SCR/2025-26/114",26.75,72.83
"PB-NER-04151","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Bhubaneswar","Lucknow","NER","North Eastern Railway","Pink Book Item 2023-24","2023-24",20.37,49,36,48,13,FALSE,"CRS/NER/300/2026",TRUE,"2027-04-18","NI In Progress",,"Pending Transfer",36,14,1,"2026-08-24","2026-09-07","Om Prakash (DSTE/Lucknow)","Siemens Rail","WP/NER/2023-24/159",28.14,72.38
"PB-WR-04152","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Manmad Jn","Mumbai Central","WR","Western Railway","Pink Book Item 2022-23","2022-23",38.85,20,18,72,16,FALSE,"CRS/WR/666/2026",FALSE,"2027-10-01","Commissioned",,"Pending Transfer",0,0,0,,,"Govind Ram (DSTE/Mumbai Central)","Thales India","WP/WR/2022-23/138",12.1,73.14
"PB-WCR-04153","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Kota Jn","Jabalpur","WCR","West Central Railway","LAW Sanction Item 2023-24","2023-24",19.21,90,85,24,13,TRUE,"CRS/WCR/963/2026",TRUE,"2026-11-23","Pre-NI Staging","BDMS-NI-2026-WCR-04153","Transferred to BDMS",0,0,0,,,"Deepak Chauhan (DSTE/Jabalpur)","HBL","WP/WCR/2023-24/142",9.93,81.86
"PB-SCR-04154","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Asansol Jn","Nanded","SCR","South Central Railway","Pink Book Item 2024-25","2024-25",31.07,15,11,36,9,FALSE,"CRS/SCR/687/2026",FALSE,"2027-06-25","Commissioned",,"Pending Transfer",0,0,0,,,"Ishwar Dayal (DSTE/Nanded)","Alstom India","WP/SCR/2024-25/120",33.49,88.58
"PB-SR-04155","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Thiruvananthapuram","Chennai","SR","Southern Railway","LAW Sanction Item 2022-23","2022-23",9.13,31,21,12,18,FALSE,"CRS/SR/952/2026",FALSE,"2028-06-14","Delayed / Revised","BDMS-NI-2026-SR-04155","Transferred to BDMS",0,0,0,,,"Mohit Pandey (DSTE/Chennai)","HBL","WP/SR/2022-23/41",11.14,95.32
"PB-ER-04156","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Ratlam Jn","Malda","ER","Eastern Railway","LAW Sanction Item 2022-23","2022-23",19.99,42,45,24,10,FALSE,"CRS/ER/585/2026",TRUE,"2028-03-18","Pre-NI Staging","BDMS-NI-2026-ER-04156","Transferred to BDMS",0,0,0,,,"Anand Mehta (DSTE/Malda)","RITES","WP/ER/2022-23/170",9.18,89.05
"PB-SR-04157","Replacement of Route Relay Interlocking (RRI) with Electronic Interlocking (EI)","EI Commissioning","Guntakal Jn","Palghat","SR","Southern Railway","Pink Book Item 2024-25","2024-25",55.29,15,24,48,24,FALSE,"CRS/SR/507/2026",FALSE,"2027-01-09","Pre-NI Staging","BDMS-NI-2026-SR-04157","Transferred to BDMS",0,0,0,,,"Mohit Pandey (DSTE/Palghat)","Medha Servo","WP/SR/2024-25/20",29.56,70.62
"PB-KRCL-04158","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Malda Town","Karwar","KRCL","Konkan Railway","Pink Book Item 2023-24","2023-24",79.25,63,72,36,6,TRUE,"CRS/KRCL/334/2026",TRUE,"2028-11-21","Pre-NI Staging","BDMS-NI-2026-KRCL-04158","Transferred to BDMS",0,0,0,,,"Harish Menon (DSTE/Karwar)","Medha Servo","WP/KRCL/2023-24/159",12.63,76.28
"PB-SCR-04159","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Jabalpur Jn","Secunderabad","SCR","South Central Railway","Pink Book Item 2024-25","2024-25",34.55,69,72,72,6,TRUE,"CRS/SCR/944/2026",TRUE,"2027-10-02","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Dinesh Prasad (DSTE/Secunderabad)","IRCON","WP/SCR/2024-25/37",13.98,85.19
"PB-NFR-04160","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Ratlam Jn","Rangiya","NFR","Northeast Frontier Railway","Pink Book Item 2022-23","2022-23",21.36,65,56,72,24,TRUE,"CRS/NFR/602/2026",TRUE,"2028-09-26","NI In Progress",,"Pending Transfer",46,29,2,"2026-08-12","2026-09-09","Govind Ram (DSTE/Rangiya)","L&T","WP/NFR/2022-23/164",18.15,92.99
"PB-SWR-04161","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Bhubaneswar","Bengaluru","SWR","South Western Railway","Pink Book Item 2025-26","2025-26",23.34,71,70,60,28,TRUE,"CRS/SWR/609/2026",TRUE,"2027-08-24","Pre-NI Staging","BDMS-NI-2026-SWR-04161","Transferred to BDMS",0,0,0,,,"Anil Gupta (DSTE/Bengaluru)","IRCON","WP/SWR/2025-26/79",24.52,93.88
"PB-SER-04162","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Indore Jn","Ranchi","SER","South Eastern Railway","Pink Book Item 2025-26","2025-26",43.85,91,82,36,8,TRUE,"CRS/SER/424/2026",TRUE,"2027-01-17","Delayed / Revised","BDMS-NI-2026-SER-04162","Transferred to BDMS",0,0,0,,,"Vikas Rawat (DSTE/Ranchi)","HBL","WP/SER/2025-26/34",15.6,68.57
"PB-ECR-04163","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Bhubaneswar","Mughalsarai","ECR","East Central Railway","Pink Book Item 2023-24","2023-24",116.89,51,48,36,13,TRUE,"CRS/ECR/141/2026",TRUE,"2028-11-10","Pre-NI Staging","BDMS-NI-2026-ECR-04163","Transferred to BDMS",0,0,0,,,"Govind Ram (DSTE/Mughalsarai)","Alstom India","WP/ECR/2023-24/52",16.46,88.5
"PB-NFR-04164","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Pune Jn","Alipurduar","NFR","Northeast Frontier Railway","Pink Book Item 2022-23","2022-23",70.75,18,16,36,9,FALSE,"CRS/NFR/754/2026",FALSE,"2027-04-23","Delayed / Revised","BDMS-NI-2026-NFR-04164","Transferred to BDMS",0,0,0,,,"Vikas Rawat (DSTE/Alipurduar)","Thales India","WP/NFR/2022-23/154",27.86,73.03
"PB-SWR-04165","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Jodhpur Jn","Bengaluru","SWR","South Western Railway","Pink Book Item 2025-26","2025-26",34.67,81,87,60,13,TRUE,"CRS/SWR/471/2026",TRUE,"2027-04-13","Sanctioned (Awaiting NI)","BDMS-NI-2026-SWR-04165","Transferred to BDMS",0,0,0,,,"Ajay Thakur (DSTE/Bengaluru)","RVNL","WP/SWR/2025-26/35",17.26,72.14
"PB-SWR-04166","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Surat","Bengaluru","SWR","South Western Railway","Pink Book Item 2022-23","2022-23",25.55,90,98,60,7,TRUE,"CRS/SWR/348/2026",TRUE,"2028-02-15","Commissioned",,"Pending Transfer",0,0,0,,,"Suresh Yadav (DSTE/Bengaluru)","Medha Servo","WP/SWR/2022-23/166",13.61,68.73
"PB-KRCL-04167","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Patna Jn","Karwar","KRCL","Konkan Railway","Pink Book Item 2022-23","2022-23",51.53,78,86,36,25,TRUE,"CRS/KRCL/504/2026",TRUE,"2027-03-28","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Ganesh Iyer (DSTE/Karwar)","IRCON","WP/KRCL/2022-23/176",26.1,96.26
"PB-SR-04168","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Ambala Cantt","Trivandrum","SR","Southern Railway","LAW Sanction Item 2023-24","2023-24",9.53,99,100,12,27,TRUE,"CRS/SR/375/2026",TRUE,"2028-02-27","Pre-NI Staging","BDMS-NI-2026-SR-04168","Transferred to BDMS",0,0,0,,,"Rakesh Jha (DSTE/Trivandrum)","RITES","WP/SR/2023-24/105",23.68,95.02
"PB-WR-04169","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Hubli Jn","Ahmedabad","WR","Western Railway","Pink Book Item 2023-24","2023-24",67.2,76,65,36,24,TRUE,"CRS/WR/290/2026",TRUE,"2027-10-17","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Ramesh Tiwari (DSTE/Ahmedabad)","Alstom India","WP/WR/2023-24/127",9.14,71.82
"PB-ECR-04170","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Ambala Cantt","Samastipur","ECR","East Central Railway","Pink Book Item 2023-24","2023-24",21.49,78,79,60,16,TRUE,"CRS/ECR/805/2026",TRUE,"2028-09-09","Commissioned","BDMS-NI-2026-ECR-04170","Transferred to BDMS",0,0,0,,,"Anand Mehta (DSTE/Samastipur)","IRCON","WP/ECR/2023-24/108",23.04,94.05
"PB-KRCL-04171","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Chennai Central","Karwar","KRCL","Konkan Railway","Pink Book Item 2024-25","2024-25",80.07,85,77,36,21,TRUE,"CRS/KRCL/924/2026",TRUE,"2027-09-30","Pre-NI Staging","BDMS-NI-2026-KRCL-04171","Transferred to BDMS",0,0,0,,,"Baldev Arora (DSTE/Karwar)","Siemens Rail","WP/KRCL/2024-25/146",14.13,83.68
"PB-NWR-04172","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Wadi Jn","Jaipur","NWR","North Western Railway","Pink Book Item 2023-24","2023-24",25.14,27,18,72,15,FALSE,"CRS/NWR/260/2026",FALSE,"2028-02-18","Pre-NI Staging","BDMS-NI-2026-NWR-04172","Transferred to BDMS",0,0,0,,,"Vikram Patel (DSTE/Jaipur)","L&T","WP/NWR/2023-24/88",26.04,95.38
"PB-NER-04173","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Malda Town","Varanasi","NER","North Eastern Railway","Pink Book Item 2022-23","2022-23",69.36,22,7,36,23,FALSE,"CRS/NER/968/2026",FALSE,"2028-07-03","NI In Progress","BDMS-NI-2026-NER-04173","Transferred to BDMS",44,14,11,"2026-08-30","2026-09-09","Deepak Chauhan (DSTE/Varanasi)","HBL","WP/NER/2022-23/29",14.9,93.43
"PB-NCR-04174","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Mumbai CST","Jhansi","NCR","North Central Railway","Pink Book Item 2025-26","2025-26",20.56,43,51,60,26,FALSE,"CRS/NCR/312/2026",TRUE,"2027-08-12","NI In Progress","BDMS-NI-2026-NCR-04174","Transferred to BDMS",14,26,2,"2026-08-28","2026-09-10","Jagdish Lal (DSTE/Jhansi)","RITES","WP/NCR/2025-26/170",16.44,94.09
"PB-NFR-04175","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Guwahati","Tinsukia","NFR","Northeast Frontier Railway","LAW Sanction Item 2024-25","2024-25",18.58,36,44,12,25,FALSE,"CRS/NFR/367/2026",FALSE,"2027-08-12","Pre-NI Staging","BDMS-NI-2026-NFR-04175","Transferred to BDMS",0,0,0,,,"Vinod Reddy (DSTE/Tinsukia)","Thales India","WP/NFR/2024-25/84",30.64,86.59
"PB-KRCL-04176","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Surat","Madgaon","KRCL","Konkan Railway","Pink Book Item 2024-25","2024-25",46.22,30,15,48,15,FALSE,"CRS/KRCL/210/2026",FALSE,"2028-06-24","Pre-NI Staging","BDMS-NI-2026-KRCL-04176","Transferred to BDMS",0,0,0,,,"Ishwar Dayal (DSTE/Madgaon)","RITES","WP/KRCL/2024-25/70",18.78,87.31
"PB-SER-04177","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Katni Jn","Adra","SER","South Eastern Railway","Pink Book Item 2025-26","2025-26",22.54,38,40,72,12,FALSE,"CRS/SER/226/2026",FALSE,"2028-04-08","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Ishwar Dayal (DSTE/Adra)","L&T","WP/SER/2025-26/86",9.14,95.01
"PB-KRCL-04178","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Vadodara Jn","Madgaon","KRCL","Konkan Railway","Pink Book Item 2023-24","2023-24",46.09,48,48,48,18,FALSE,"CRS/KRCL/499/2026",TRUE,"2026-10-09","Sanctioned (Awaiting NI)","BDMS-NI-2026-KRCL-04178","Transferred to BDMS",0,0,0,,,"Sudhir Saxena (DSTE/Madgaon)","Medha Servo","WP/KRCL/2023-24/185",20.62,68.67
"PB-WCR-04179","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Agra Cantt","Bhopal","WCR","West Central Railway","LAW Sanction Item 2024-25","2024-25",15.54,9,0,12,20,FALSE,"CRS/WCR/548/2026",FALSE,"2028-09-21","Sanctioned (Awaiting NI)","BDMS-NI-2026-WCR-04179","Transferred to BDMS",0,0,0,,,"Ganesh Iyer (DSTE/Bhopal)","Siemens Rail","WP/WCR/2024-25/56",26.7,91.45
"PB-ECR-04180","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Bengaluru City","Danapur","ECR","East Central Railway","LAW Sanction Item 2022-23","2022-23",15.38,99,100,12,29,TRUE,"CRS/ECR/617/2026",TRUE,"2028-05-25","Pre-NI Staging","BDMS-NI-2026-ECR-04180","Transferred to BDMS",0,0,0,,,"Pankaj Dubey (DSTE/Danapur)","IRCON","WP/ECR/2022-23/53",21.36,88.25
"PB-SER-04181","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Jabalpur Jn","Chakradharpur","SER","South Eastern Railway","LAW Sanction Item 2024-25","2024-25",13.38,26,31,24,20,FALSE,"CRS/SER/356/2026",FALSE,"2027-06-02","NI In Progress","BDMS-NI-2026-SER-04181","Transferred to BDMS",37,16,2,"2026-08-16","2026-09-08","Amit Sharma (DSTE/Chakradharpur)","Medha Servo","WP/SER/2024-25/102",11.61,84.79
"PB-KRCL-04182","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Katni Jn","Madgaon","KRCL","Konkan Railway","LAW Sanction Item 2023-24","2023-24",26.18,29,21,24,26,FALSE,"CRS/KRCL/272/2026",FALSE,"2027-01-16","Commissioned","BDMS-NI-2026-KRCL-04182","Transferred to BDMS",0,0,0,,,"Pravin Patil (DSTE/Madgaon)","L&T","WP/KRCL/2023-24/69",32.94,89.45
"PB-ER-04183","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Mumbai CST","Howrah","ER","Eastern Railway","LAW Sanction Item 2023-24","2023-24",13.77,80,81,12,19,TRUE,"CRS/ER/371/2026",TRUE,"2027-09-09","Delayed / Revised","BDMS-NI-2026-ER-04183","Transferred to BDMS",0,0,0,,,"Amit Sharma (DSTE/Howrah)","RITES","WP/ER/2023-24/68",22.63,71.96
"PB-WR-04184","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Dhanbad Jn","Bhavnagar","WR","Western Railway","Pink Book Item 2023-24","2023-24",29.75,39,39,48,5,FALSE,"CRS/WR/929/2026",FALSE,"2026-10-18","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Santosh Nair (DSTE/Bhavnagar)","Siemens Rail","WP/WR/2023-24/100",25.88,96.31
"PB-SWR-04185","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Thiruvananthapuram","Bengaluru","SWR","South Western Railway","Pink Book Item 2025-26","2025-26",20.38,59,63,48,11,TRUE,"CRS/SWR/871/2026",TRUE,"2028-07-03","NI In Progress","BDMS-NI-2026-SWR-04185","Transferred to BDMS",49,23,14,"2026-09-05","2026-09-09","Vikas Rawat (DSTE/Bengaluru)","Medha Servo","WP/SWR/2025-26/169",30.17,84.58
"PB-NER-04186","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Chennai Central","Varanasi","NER","North Eastern Railway","LAW Sanction Item 2022-23","2022-23",18.68,66,56,12,30,TRUE,"CRS/NER/341/2026",TRUE,"2027-04-05","Delayed / Revised","BDMS-NI-2026-NER-04186","Transferred to BDMS",0,0,0,,,"Lalit Mohan (DSTE/Varanasi)","L&T","WP/NER/2022-23/9",30.46,96.36
"PB-SR-04187","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Coimbatore Jn","Tiruchchirapalli","SR","Southern Railway","LAW Sanction Item 2022-23","2022-23",24.65,90,75,24,29,TRUE,"CRS/SR/501/2026",TRUE,"2028-06-11","Sanctioned (Awaiting NI)","BDMS-NI-2026-SR-04187","Transferred to BDMS",0,0,0,,,"Rakesh Jha (DSTE/Tiruchchirapalli)","HBL","WP/SR/2022-23/173",17.14,85.52
"PB-KRCL-04188","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Ambala Cantt","Madgaon","KRCL","Konkan Railway","Pink Book Item 2024-25","2024-25",37.56,52,62,48,23,TRUE,"CRS/KRCL/151/2026",TRUE,"2028-03-15","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Chandan Singh (DSTE/Madgaon)","Siemens Rail","WP/KRCL/2024-25/136",29.7,81.45
"PB-NER-04189","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Mumbai CST","Lucknow","NER","North Eastern Railway","Pink Book Item 2023-24","2023-24",39.39,21,9,48,13,FALSE,"CRS/NER/365/2026",FALSE,"2028-11-01","Sanctioned (Awaiting NI)","BDMS-NI-2026-NER-04189","Transferred to BDMS",0,0,0,,,"Chandan Singh (DSTE/Lucknow)","RVNL","WP/NER/2023-24/84",10.73,82.03
"PB-NWR-04190","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Firozpur Jn","Jaipur","NWR","North Western Railway","Pink Book Item 2024-25","2024-25",24.31,35,24,60,28,FALSE,"CRS/NWR/851/2026",FALSE,"2028-08-06","Delayed / Revised","BDMS-NI-2026-NWR-04190","Transferred to BDMS",0,0,0,,,"Santosh Nair (DSTE/Jaipur)","Thales India","WP/NWR/2024-25/200",28.65,86.86
"PB-NR-04191","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Hubli Jn","Lucknow","NR","Northern Railway","Pink Book Item 2022-23","2022-23",69.53,31,22,36,5,FALSE,"CRS/NR/414/2026",FALSE,"2028-11-20","NI In Progress","BDMS-NI-2026-NR-04191","Transferred to BDMS",50,30,2,"2026-08-16","2026-09-12","Ashok Rao (DSTE/Lucknow)","L&T","WP/NR/2022-23/115",33.41,90.02
"PB-SECR-04192","Installation of Centralized Traffic Control (CTC) System","CTC / SCADA","Indore Jn","Nagpur","SECR","South East Central Railway","Pink Book Item 2024-25","2024-25",52.35,45,37,36,27,FALSE,"CRS/SECR/788/2026",TRUE,"2028-01-23","Pre-NI Staging",,"Pending Transfer",0,0,0,,,"Satish Chandra (DSTE/Nagpur)","Alstom India","WP/SECR/2024-25/157",9.25,81.17
"PB-SECR-04193","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Patna Jn","Bilaspur","SECR","South East Central Railway","LAW Sanction Item 2022-23","2022-23",25.62,32,26,24,21,FALSE,"CRS/SECR/858/2026",FALSE,"2028-06-17","Commissioned","BDMS-NI-2026-SECR-04193","Transferred to BDMS",0,0,0,,,"Santosh Nair (DSTE/Bilaspur)","Siemens Rail","WP/SECR/2022-23/175",14.79,76.37
"PB-NER-04194","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Dhanbad Jn","Lucknow","NER","North Eastern Railway","Pink Book Item 2023-24","2023-24",41.79,44,29,36,17,FALSE,"CRS/NER/457/2026",TRUE,"2027-01-29","Commissioned","BDMS-NI-2026-NER-04194","Transferred to BDMS",0,0,0,,,"Mohit Pandey (DSTE/Lucknow)","RVNL","WP/NER/2023-24/51",12.08,86.8
"PB-ECR-04195","Provision of Automatic Block Signalling (ABS) on Double Line Section","ABS Commissioning","Jabalpur Jn","Sonpur","ECR","East Central Railway","Pink Book Item 2025-26","2025-26",47.85,9,8,48,6,FALSE,"CRS/ECR/442/2026",FALSE,"2027-07-09","Delayed / Revised","BDMS-NI-2026-ECR-04195","Transferred to BDMS",0,0,0,,,"Ravi Shankar (DSTE/Sonpur)","HBL","WP/ECR/2025-26/11",30.92,83
"PB-SR-04196","Installation of KAVACH (Indigenous ATP) System on Mainline Section","Safety / Kavach","Hubli Jn","Madurai","SR","Southern Railway","Pink Book Item 2024-25","2024-25",90.73,26,30,36,28,FALSE,"CRS/SR/403/2026",FALSE,"2028-07-07","Commissioned",,"Pending Transfer",0,0,0,,,"Umesh Tripathi (DSTE/Madurai)","RVNL","WP/SR/2024-25/118",28.6,82.78
"PB-ER-04197","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Surat","Asansol","ER","Eastern Railway","Pink Book Item 2023-24","2023-24",31.88,97,88,72,27,TRUE,"CRS/ER/234/2026",TRUE,"2028-10-24","Delayed / Revised","BDMS-NI-2026-ER-04197","Transferred to BDMS",0,0,0,,,"Lalit Mohan (DSTE/Asansol)","Medha Servo","WP/ER/2023-24/182",9.25,84.32
"PB-ER-04198","Optical Fibre Cable (OFC) Network Expansion for Data Communication","OFC Telecom","Ramagundam","Malda","ER","Eastern Railway","LAW Sanction Item 2022-23","2022-23",19.22,0,0,12,23,FALSE,"CRS/ER/798/2026",FALSE,"2028-01-13","Delayed / Revised","BDMS-NI-2026-ER-04198","Transferred to BDMS",0,0,0,,,"Amit Sharma (DSTE/Malda)","L&T","WP/ER/2022-23/177",9.11,79.88
"PB-SECR-04199","Replacement of Mechanical/Electrical Signalling with Panel Interlocking","Panel IL Commissioning","Kazipet Jn","Raipur","SECR","South East Central Railway","Pink Book Item 2025-26","2025-26",18.86,36,25,60,9,FALSE,"CRS/SECR/712/2026",FALSE,"2028-12-30","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Raghav Pandey (DSTE/Raipur)","Alstom India","WP/SECR/2025-26/149",21.3,89.96
"PB-KRCL-04200","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Mysuru Jn","Madgaon","KRCL","Konkan Railway","Pink Book Item 2025-26","2025-26",24.21,67,64,72,15,TRUE,"CRS/KRCL/231/2026",TRUE,"2028-01-08","Sanctioned (Awaiting NI)","BDMS-NI-2026-KRCL-04200","Transferred to BDMS",0,0,0,,,"Umesh Tripathi (DSTE/Madgaon)","Siemens Rail","WP/KRCL/2025-26/31",8.83,71.21
"PB-NCR-04201","Complete Track Circuit Renewal with MSDAC High-Frequency Axle Counters","Track Detection","Balharshah Jn","Agra","NCR","North Central Railway","LAW Sanction Item 2023-24","2023-24",16.78,8,13,24,5,FALSE,"CRS/NCR/551/2026",FALSE,"2026-12-13","Sanctioned (Awaiting NI)",,"Pending Transfer",0,0,0,,,"Ishwar Dayal (DSTE/Agra)","Thales India","WP/NCR/2023-24/97",32.93,93.99
"PB-NCR-04202","Yard Remodeling & Provision of Additional Loop Lines with High-Speed Turnouts","Yard Remodeling","Salem Jn","Agra","NCR","North Central Railway","Pink Book Item 2023-24","2023-24",30.31,90,95,72,23,TRUE,"CRS/NCR/758/2026",TRUE,"2027-09-26","Pre-NI Staging","BDMS-NI-2026-NCR-04202","Transferred to BDMS",0,0,0,,,"Nitin Agarwal (DSTE/Agra)","L&T","WP/NCR/2023-24/2",15.17,72.75
