"demand_id","notice_number","reconnect_notice_number","date","station_code","division","zone_code","zone_name","line_affected","gear_type","gear_type_name","gear_number","asset_id","work_description","block_type","shadow_pway_combine","requested_minutes","sanctioned_minutes","actual_utilized_minutes","burst_minutes","utilization_percentage","status","points_clamped","signals_held_at_danger","obstruction_test_passed","friction_clutch_torque_normal","track_circuit_relay_verified","joint_trial_run_conducted","sign_off_officer","station_master","safety_precautions_confirmed","digital_signature_valid","latitude","longitude"
"BDMS-DISC-2026-03812","e-T351/NagpurJn/2026/3812","e-T351-REC/NagpurJn/2026/3812","2026-04-04","Nagpur Jn","Rajkot","WR","Western Railway","Nagpur Jn UP Loop Line (Track 2)","PNT","Points/Turnouts","GR-78148","PNT-000847","Signal Cable Re-termination at Location Box","S&T Disconnection Notice",FALSE,90,90,80,0,88.9,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Kishore Nath (SSE/Sig/Nagpur Jn)","H. S. Chauhan (SM/Nagpur Jn)",TRUE,TRUE,13.41,90.75
"BDMS-DISC-2026-03813","e-T351/RaipurJn/2026/3813","e-T351-REC/RaipurJn/2026/3813","2025-11-16","Raipur Jn","Ratlam","WR","Western Railway","Raipur Jn DN Main Line (Track 1)","CLS","Color Light Signals","GR-22855","CLS-001355","Axle Counter Wheel Sensor High Frequency Alignment","Traffic Block (Shadow)",TRUE,90,90,75,0,83.3,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Amit Sharma (SSE/Sig/Raipur Jn)","R. N. Srivastava (SM/Raipur Jn)",TRUE,TRUE,26.17,95.95
"BDMS-DISC-2026-03814","e-T351/Ramagundam/2026/3814","e-T351-REC/Ramagundam/2026/3814","2026-08-16","Ramagundam","Guntakal","SCR","South Central Railway","Ramagundam DN Loop Line (Track 2)","TC","Track Circuits","GR-49660","TC-000353","Signal Cable Re-termination at Location Box","S&T Disconnection Notice",FALSE,120,120,114,0,95,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Lalit Mohan (SSE/Sig/Ramagundam)","K. P. Saxena (SM/Ramagundam)",TRUE,TRUE,31.84,93.85
"BDMS-DISC-2026-03815","e-T351/Surat/2026/3815","e-T351-REC/Surat/2026/3815","2025-09-11","Surat","Delhi","NR","Northern Railway","Surat DN Goods Line (Track 1)","AXC","Axle Counters","GR-33492","AXC-000219","Insulated Rail Joint (IRJ) End Post Replacement at Point","Joint Traffic Block (S&T + P-Way)",TRUE,120,120,113,0,94.2,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Pravin Patil (SSE/Sig/Surat)","D. N. Pandey (SM/Surat)",TRUE,TRUE,17.62,83.1
"BDMS-DISC-2026-03816","e-T351/Ramagundam/2026/3816",,"2026-07-25","Ramagundam","Khurda Road","ECoR","East Coast Railway","Ramagundam UP Loop Line (Track 3)","TC","Track Circuits","GR-11699","TC-001000","Track Circuit Bootleg & Bond Replacement","Traffic Block (Shadow)",TRUE,90,90,99,9,110,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Chandan Singh (SSE/Sig/Ramagundam)","M. L. Sharma (SM/Ramagundam)",TRUE,TRUE,22.09,73.04
"BDMS-DISC-2026-03817","e-T351/RatlamJn/2026/3817",,"2026-02-08","Ratlam Jn","Prayagraj","NCR","North Central Railway","Ratlam Jn DN Loop Line (Track 2)","EI","Electronic Interlocking","GR-41453","EI-000641","Point Machine Obstruction & Friction Clutch Test (G&SR 3.51)","Traffic Block & Disconnection",TRUE,45,45,35,0,77.8,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Kamlesh Joshi (SSE/Sig/Ratlam Jn)","J. P. Rao (SM/Ratlam Jn)",TRUE,TRUE,30.74,77.14
"BDMS-DISC-2026-03818","e-T351/WadiJn/2026/3818",,"2026-08-11","Wadi Jn","Sealdah","ER","Eastern Railway","Wadi Jn DN Main Line (Track 3)","PWR","Power Supply Equipment","GR-66821","PWR-001367","Relay Replacement & Circuit Continuity Verification","S&T Disconnection Notice",FALSE,90,90,102,12,113.3,"Active Disconnection (SM Panel Locked)",TRUE,TRUE,FALSE,,,FALSE,"Shankar Dey (SSE/Sig/Wadi Jn)","L. K. Das (SM/Wadi Jn)",TRUE,FALSE,13.13,75.29
"BDMS-DISC-2026-03819","e-T351/CoimbatoreJn/2026/3819","e-T351-REC/CoimbatoreJn/2026/3819","2025-12-07","Coimbatore Jn","Tiruchchirapalli","SR","Southern Railway","Coimbatore Jn DN Loop Line (Track 4)","PNT","Points/Turnouts","GR-83726","PNT-001260","Relay Replacement & Circuit Continuity Verification","S&T Disconnection Notice",FALSE,60,60,50,0,83.3,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Ravi Shankar (SSE/Sig/Coimbatore Jn)","T. R. Nair (SM/Coimbatore Jn)",TRUE,TRUE,15.3,87.85
"BDMS-DISC-2026-03820","e-T351/JaipurJn/2026/3820","e-T351-REC/JaipurJn/2026/3820","2025-09-26","Jaipur Jn","Prayagraj","NCR","North Central Railway","Jaipur Jn DN Loop Line (Track 3)","OFC","Optical Fibre Cable","GR-58701","OFC-000594","Axle Counter Wheel Sensor High Frequency Alignment","Traffic Block (Shadow)",TRUE,90,90,79,0,87.8,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Satish Chandra (SSE/Sig/Jaipur Jn)","B. R. Verma (SM/Jaipur Jn)",TRUE,TRUE,29.35,94.59
"BDMS-DISC-2026-03821","e-T351/MumbaiCST/2026/3821","e-T351-REC/MumbaiCST/2026/3821","2025-12-13","Mumbai CST","Ambala","NR","Northern Railway","Mumbai CST DN Main Line (Track 3)","TC","Track Circuits","GR-51637","TC-000933","Power Supply IPS Module Replacement & Load Test","S&T Disconnection Notice",FALSE,45,45,38,0,84.4,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Pravin Patil (SSE/Sig/Mumbai CST)","H. S. Chauhan (SM/Mumbai CST)",TRUE,TRUE,29.26,95.58
"BDMS-DISC-2026-03822","e-T351/MoradabadJn/2026/3822","e-T351-REC/MoradabadJn/2026/3822","2026-06-17","Moradabad Jn","Jaipur","NWR","North Western Railway","Moradabad Jn UP Goods Line (Track 1)","EI","Electronic Interlocking","GR-60852","EI-000166","Track Circuit Bootleg & Bond Replacement","Traffic Block (Shadow)",TRUE,45,45,31,0,68.9,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Santosh Nair (SSE/Sig/Moradabad Jn)","D. N. Pandey (SM/Moradabad Jn)",TRUE,TRUE,21.95,75.5
"BDMS-DISC-2026-03823","e-T351/SecunderabadJn/2026/3823","e-T351-REC/SecunderabadJn/2026/3823","2026-07-16","Secunderabad Jn","Ajmer","NWR","North Western Railway","Secunderabad Jn UP Loop Line (Track 2)","PNT","Points/Turnouts","GR-13720","PNT-001527","Track Circuit Bootleg & Bond Replacement","Traffic Block (Shadow)",TRUE,120,120,107,0,89.2,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Ajay Thakur (SSE/Sig/Secunderabad Jn)","N. K. Joshi (SM/Secunderabad Jn)",TRUE,TRUE,25.71,92.05
"BDMS-DISC-2026-03824","e-T351/ItarsiJn/2026/3824",,"2026-02-19","Itarsi Jn","Nagpur","CR","Central Railway","Itarsi Jn DN Loop Line (Track 1)","TC","Track Circuits","GR-45627","TC-001658","Track Circuit Bootleg & Bond Replacement","Traffic Block (Shadow)",TRUE,90,90,80,0,88.9,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Anand Mehta (SSE/Sig/Itarsi Jn)","K. P. Saxena (SM/Itarsi Jn)",TRUE,TRUE,25.6,92.92
"BDMS-DISC-2026-03825","e-T351/IndoreJn/2026/3825","e-T351-REC/IndoreJn/2026/3825","2025-12-08","Indore Jn","Sonpur","ECR","East Central Railway","Indore Jn UP Goods Line (Track 1)","PNT","Points/Turnouts","GR-57398","PNT-001532","Signal Cable Re-termination at Location Box","S&T Disconnection Notice",FALSE,120,120,114,0,95,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Kamlesh Joshi (SSE/Sig/Indore Jn)","S. K. Tiwari (SM/Indore Jn)",TRUE,TRUE,33.33,88.56
"BDMS-DISC-2026-03826","e-T351/GuntakalJn/2026/3826","e-T351-REC/GuntakalJn/2026/3826","2026-05-10","Guntakal Jn","Rangiya","NFR","Northeast Frontier Railway","Guntakal Jn UP Goods Line (Track 4)","LED","LED Signal Units","GR-38290","LED-001400","Axle Counter Wheel Sensor High Frequency Alignment","Traffic Block (Shadow)",TRUE,45,45,39,0,86.7,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Krishna Murthy (SSE/Sig/Guntakal Jn)","M. L. Sharma (SM/Guntakal Jn)",TRUE,TRUE,10.82,94.69
"BDMS-DISC-2026-03827","e-T351/BhusavalJn/2026/3827","e-T351-REC/BhusavalJn/2026/3827","2026-01-11","Bhusaval Jn","Pune","CR","Central Railway","Bhusaval Jn UP Goods Line (Track 3)","RLY","Relays","GR-33522","RLY-000022","Color Light Signal Head Replacement & Aspect Checking","S&T Disconnection Notice",FALSE,90,90,84,0,93.3,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Anand Mehta (SSE/Sig/Bhusaval Jn)","H. S. Chauhan (SM/Bhusaval Jn)",TRUE,TRUE,21.09,78.24
"BDMS-DISC-2026-03828","e-T351/PatnaJn/2026/3828",,"2026-07-24","Patna Jn","Bhusaval","CR","Central Railway","Patna Jn DN Loop Line (Track 3)","PNT","Points/Turnouts","GR-64330","PNT-000067","Electronic Interlocking (EI) Object Controller Card Hot-Swap & Test","Disconnection & Traffic Block",FALSE,45,0,0,0,0,"Refused by Controller",FALSE,FALSE,FALSE,,,FALSE,"Rajan Pillai (SSE/Sig/Patna Jn)","D. N. Pandey (SM/Patna Jn)",FALSE,FALSE,30.94,68.75
"BDMS-DISC-2026-03829","e-T351/AhmedabadJn/2026/3829","e-T351-REC/AhmedabadJn/2026/3829","2025-12-07","Ahmedabad Jn","Karwar","KRCL","Konkan Railway","Ahmedabad Jn UP Goods Line (Track 4)","PWR","Power Supply Equipment","GR-25568","PWR-001325","Axle Counter Wheel Sensor High Frequency Alignment","Traffic Block (Shadow)",TRUE,45,45,33,0,73.3,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Ravi Shankar (SSE/Sig/Ahmedabad Jn)","B. R. Verma (SM/Ahmedabad Jn)",TRUE,TRUE,17.81,78.12
"BDMS-DISC-2026-03830","e-T351/AmbalaCantt/2026/3830","e-T351-REC/AmbalaCantt/2026/3830","2026-08-07","Ambala Cantt","Karwar","KRCL","Konkan Railway","Ambala Cantt DN Loop Line (Track 2)","AXC","Axle Counters","GR-75924","AXC-000440","Electronic Interlocking (EI) Object Controller Card Hot-Swap & Test","Disconnection & Traffic Block",FALSE,60,60,53,0,88.3,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Ramesh Tiwari (SSE/Sig/Ambala Cantt)","H. S. Chauhan (SM/Ambala Cantt)",TRUE,TRUE,26.72,69.6
"BDMS-DISC-2026-03831","e-T351/CoimbatoreJn/2026/3831",,"2026-01-14","Coimbatore Jn","Karwar","KRCL","Konkan Railway","Coimbatore Jn UP Goods Line (Track 1)","RFID","RFID Tags","GR-40348","RFID-000042","Signal Cable Re-termination at Location Box","S&T Disconnection Notice",FALSE,120,120,115,0,95.8,"Active Disconnection (SM Panel Locked)",TRUE,TRUE,FALSE,,,FALSE,"Raghav Pandey (SSE/Sig/Coimbatore Jn)","L. K. Das (SM/Coimbatore Jn)",TRUE,TRUE,27.01,73.82
"BDMS-DISC-2026-03832","e-T351/VijayawadaJn/2026/3832","e-T351-REC/VijayawadaJn/2026/3832","2026-08-20","Vijayawada Jn","Nanded","SCR","South Central Railway","Vijayawada Jn UP Loop Line (Track 1)","TC","Track Circuits","GR-19727","TC-001394","Insulated Rail Joint (IRJ) End Post Replacement at Point","Joint Traffic Block (S&T + P-Way)",TRUE,90,90,76,0,84.4,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Vikas Rawat (SSE/Sig/Vijayawada Jn)","R. N. Srivastava (SM/Vijayawada Jn)",TRUE,TRUE,11.38,82.24
"BDMS-DISC-2026-03833","e-T351/BilaspurJn/2026/3833","e-T351-REC/BilaspurJn/2026/3833","2025-09-09","Bilaspur Jn","Waltair","ECoR","East Coast Railway","Bilaspur Jn UP Loop Line (Track 4)","CLS","Color Light Signals","GR-81044","CLS-000686","Axle Counter Wheel Sensor High Frequency Alignment","Traffic Block (Shadow)",TRUE,90,90,83,0,92.2,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Vinod Reddy (SSE/Sig/Bilaspur Jn)","N. K. Joshi (SM/Bilaspur Jn)",TRUE,TRUE,18.37,78
"BDMS-DISC-2026-03834","e-T351/KharagpurJn/2026/3834","e-T351-REC/KharagpurJn/2026/3834","2026-01-09","Kharagpur Jn","Bengaluru","SWR","South Western Railway","Kharagpur Jn DN Loop Line (Track 3)","TC","Track Circuits","GR-89591","TC-001594","Signal Cable Re-termination at Location Box","S&T Disconnection Notice",FALSE,45,45,38,0,84.4,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Kishore Nath (SSE/Sig/Kharagpur Jn)","N. K. Joshi (SM/Kharagpur Jn)",TRUE,TRUE,14.02,75.49
"BDMS-DISC-2026-03835","e-T351/CoimbatoreJn/2026/3835","e-T351-REC/CoimbatoreJn/2026/3835","2026-01-28","Coimbatore Jn","Izzatnagar","NER","North Eastern Railway","Coimbatore Jn UP Loop Line (Track 3)","RLY","Relays","GR-97278","RLY-000224","Signal Cable Re-termination at Location Box","S&T Disconnection Notice",FALSE,45,45,33,0,73.3,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Raghav Pandey (SSE/Sig/Coimbatore Jn)","V. K. Gupta (SM/Coimbatore Jn)",TRUE,TRUE,16.94,95.19
"BDMS-DISC-2026-03836","e-T351/SecunderabadJn/2026/3836","e-T351-REC/SecunderabadJn/2026/3836","2025-11-16","Secunderabad Jn","Mughalsarai","ECR","East Central Railway","Secunderabad Jn UP Main Line (Track 1)","CLS","Color Light Signals","GR-24860","CLS-000075","Electronic Interlocking (EI) Object Controller Card Hot-Swap & Test","Disconnection & Traffic Block",FALSE,45,45,40,0,88.9,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Amit Sharma (SSE/Sig/Secunderabad Jn)","R. N. Srivastava (SM/Secunderabad Jn)",TRUE,TRUE,9.39,76.23
"BDMS-DISC-2026-03837","e-T351/VadodaraJn/2026/3837","e-T351-REC/VadodaraJn/2026/3837","2026-06-23","Vadodara Jn","Asansol","ER","Eastern Railway","Vadodara Jn UP Main Line (Track 3)","AXC","Axle Counters","GR-50845","AXC-001503","Electronic Interlocking (EI) Object Controller Card Hot-Swap & Test","Disconnection & Traffic Block",FALSE,60,60,53,0,88.3,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Sanjay Mishra (SSE/Sig/Vadodara Jn)","K. P. Saxena (SM/Vadodara Jn)",TRUE,TRUE,15.26,89.08
"BDMS-DISC-2026-03838","e-T351/AsansolJn/2026/3838","e-T351-REC/AsansolJn/2026/3838","2026-02-23","Asansol Jn","Danapur","ECR","East Central Railway","Asansol Jn UP Loop Line (Track 3)","RLY","Relays","GR-96415","RLY-001050","Color Light Signal Head Replacement & Aspect Checking","S&T Disconnection Notice",FALSE,45,45,35,0,77.8,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Dinesh Prasad (SSE/Sig/Asansol Jn)","G. S. Reddy (SM/Asansol Jn)",TRUE,TRUE,9.19,86.7
"BDMS-DISC-2026-03839","e-T351/BilaspurJn/2026/3839","e-T351-REC/BilaspurJn/2026/3839","2025-09-19","Bilaspur Jn","Sambalpur","ECoR","East Coast Railway","Bilaspur Jn UP Main Line (Track 1)","TC","Track Circuits","GR-55796","TC-001150","Track Circuit Bootleg & Bond Replacement","Traffic Block (Shadow)",TRUE,45,45,35,0,77.8,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Suresh Yadav (SSE/Sig/Bilaspur Jn)","R. N. Srivastava (SM/Bilaspur Jn)",TRUE,TRUE,16.61,95.47
"BDMS-DISC-2026-03840","e-T351/MoradabadJn/2026/3840",,"2025-10-08","Moradabad Jn","Izzatnagar","NER","North Eastern Railway","Moradabad Jn UP Main Line (Track 2)","PNT","Points/Turnouts","GR-55278","PNT-001536","Relay Replacement & Circuit Continuity Verification","S&T Disconnection Notice",FALSE,60,60,68,8,113.3,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Lalit Mohan (SSE/Sig/Moradabad Jn)","A. K. Singh (SM/Moradabad Jn)",TRUE,TRUE,11.58,89.01
"BDMS-DISC-2026-03841","e-T351/KharagpurJn/2026/3841",,"2026-01-24","Kharagpur Jn","Mumbai","CR","Central Railway","Kharagpur Jn UP Goods Line (Track 1)","CLS","Color Light Signals","GR-31638","CLS-000478","Relay Replacement & Circuit Continuity Verification","S&T Disconnection Notice",FALSE,45,45,33,0,73.3,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Raghav Pandey (SSE/Sig/Kharagpur Jn)","T. R. Nair (SM/Kharagpur Jn)",TRUE,TRUE,17.5,94.2
"BDMS-DISC-2026-03842","e-T351/KharagpurJn/2026/3842",,"2025-09-09","Kharagpur Jn","Nagpur","SECR","South East Central Railway","Kharagpur Jn UP Goods Line (Track 4)","PNT","Points/Turnouts","GR-69351","PNT-000214","Relay Replacement & Circuit Continuity Verification","S&T Disconnection Notice",FALSE,45,45,67,22,148.9,"Active Disconnection (SM Panel Locked)",TRUE,TRUE,FALSE,,,FALSE,"Manoj Verma (SSE/Sig/Kharagpur Jn)","R. N. Srivastava (SM/Kharagpur Jn)",TRUE,TRUE,28.15,78.83
"BDMS-DISC-2026-03843","e-T351/JodhpurJn/2026/3843","e-T351-REC/JodhpurJn/2026/3843","2026-03-12","Jodhpur Jn","Nagpur","CR","Central Railway","Jodhpur Jn UP Goods Line (Track 1)","TC","Track Circuits","GR-91003","TC-001389","Level Crossing Gate Interlocking Wiring Modification","Traffic Block & Disconnection",FALSE,60,60,54,0,90,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Rajesh Kumar (SSE/Sig/Jodhpur Jn)","G. S. Reddy (SM/Jodhpur Jn)",TRUE,TRUE,11.42,86.51
"BDMS-DISC-2026-03844","e-T351/SecunderabadJn/2026/3844","e-T351-REC/SecunderabadJn/2026/3844","2026-08-31","Secunderabad Jn","Hyderabad","SCR","South Central Railway","Secunderabad Jn DN Loop Line (Track 4)","TC","Track Circuits","GR-25932","TC-001498","Power Supply IPS Module Replacement & Load Test","S&T Disconnection Notice",FALSE,120,120,110,0,91.7,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Vinod Reddy (SSE/Sig/Secunderabad Jn)","T. R. Nair (SM/Secunderabad Jn)",TRUE,TRUE,19.44,94.16
"BDMS-DISC-2026-03845","e-T351/MaduraiJn/2026/3845","e-T351-REC/MaduraiJn/2026/3845","2025-12-09","Madurai Jn","Lucknow","NER","North Eastern Railway","Madurai Jn DN Goods Line (Track 2)","PNT","Points/Turnouts","GR-69190","PNT-001516","Color Light Signal Head Replacement & Aspect Checking","S&T Disconnection Notice",FALSE,60,60,45,0,75,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Ramesh Tiwari (SSE/Sig/Madurai Jn)","D. N. Pandey (SM/Madurai Jn)",TRUE,TRUE,29.14,78.4
"BDMS-DISC-2026-03846","e-T351/GorakhpurJn/2026/3846",,"2026-01-30","Gorakhpur Jn","Malda","ER","Eastern Railway","Gorakhpur Jn UP Goods Line (Track 1)","CLS","Color Light Signals","GR-88960","CLS-001486","Insulated Rail Joint (IRJ) End Post Replacement at Point","Joint Traffic Block (S&T + P-Way)",TRUE,90,90,75,0,83.3,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Rajesh Kumar (SSE/Sig/Gorakhpur Jn)","S. K. Tiwari (SM/Gorakhpur Jn)",TRUE,TRUE,10.43,78.72
"BDMS-DISC-2026-03847","e-T351/CoimbatoreJn/2026/3847","e-T351-REC/CoimbatoreJn/2026/3847","2026-04-08","Coimbatore Jn","Karwar","KRCL","Konkan Railway","Coimbatore Jn UP Goods Line (Track 4)","TC","Track Circuits","GR-72158","TC-000382","Insulated Rail Joint (IRJ) End Post Replacement at Point","Joint Traffic Block (S&T + P-Way)",TRUE,120,120,109,0,90.8,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Ajay Thakur (SSE/Sig/Coimbatore Jn)","N. K. Joshi (SM/Coimbatore Jn)",TRUE,TRUE,32.68,92.44
"BDMS-DISC-2026-03848","e-T351/JammuTawi/2026/3848",,"2025-09-22","Jammu Tawi","Nagpur","SECR","South East Central Railway","Jammu Tawi UP Main Line (Track 2)","TC","Track Circuits","GR-63645","TC-001509","Power Supply IPS Module Replacement & Load Test","S&T Disconnection Notice",FALSE,45,45,31,0,68.9,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Naveen Kulkarni (SSE/Sig/Jammu Tawi)","M. L. Sharma (SM/Jammu Tawi)",TRUE,TRUE,31.08,88.33
"BDMS-DISC-2026-03849","e-T351/Guwahati/2026/3849",,"2026-03-30","Guwahati","Bhusaval","CR","Central Railway","Guwahati DN Loop Line (Track 1)","RFID","RFID Tags","GR-53777","RFID-000784","Axle Counter Wheel Sensor High Frequency Alignment","Traffic Block (Shadow)",TRUE,90,90,75,0,83.3,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Sanjay Mishra (SSE/Sig/Guwahati)","H. S. Chauhan (SM/Guwahati)",TRUE,TRUE,11.98,82.44
"BDMS-DISC-2026-03850","e-T351/JammuTawi/2026/3850","e-T351-REC/JammuTawi/2026/3850","2026-02-16","Jammu Tawi","Madgaon","KRCL","Konkan Railway","Jammu Tawi UP Loop Line (Track 3)","PNT","Points/Turnouts","GR-13112","PNT-000255","Axle Counter Wheel Sensor High Frequency Alignment","Traffic Block (Shadow)",TRUE,90,90,77,0,85.6,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Rajesh Kumar (SSE/Sig/Jammu Tawi)","A. K. Singh (SM/Jammu Tawi)",TRUE,TRUE,15.82,79.97
"BDMS-DISC-2026-03851","e-T351/SecunderabadJn/2026/3851","e-T351-REC/SecunderabadJn/2026/3851","2026-04-09","Secunderabad Jn","Trivandrum","SR","Southern Railway","Secunderabad Jn UP Loop Line (Track 1)","AXC","Axle Counters","GR-77611","AXC-001373","Point Machine Obstruction & Friction Clutch Test (G&SR 3.51)","Traffic Block & Disconnection",TRUE,90,90,79,0,87.8,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Vikas Rawat (SSE/Sig/Secunderabad Jn)","B. R. Verma (SM/Secunderabad Jn)",TRUE,TRUE,10.97,76.7
"BDMS-DISC-2026-03852","e-T351/Surat/2026/3852",,"2025-10-26","Surat","Bikaner","NWR","North Western Railway","Surat UP Goods Line (Track 4)","TC","Track Circuits","GR-66260","TC-001056","Power Supply IPS Module Replacement & Load Test","S&T Disconnection Notice",FALSE,90,90,80,0,88.9,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Govind Ram (SSE/Sig/Surat)","P. K. Mishra (SM/Surat)",TRUE,TRUE,28.98,72.48
"BDMS-DISC-2026-03853","e-T351/Thiruvananthapuram/2026/3853","e-T351-REC/Thiruvananthapuram/2026/3853","2025-10-05","Thiruvananthapuram","Howrah","ER","Eastern Railway","Thiruvananthapuram UP Loop Line (Track 4)","RLY","Relays","GR-01882","RLY-001215","Track Circuit Bootleg & Bond Replacement","Traffic Block (Shadow)",TRUE,60,60,46,0,76.7,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Pravin Patil (SSE/Sig/Thiruvananthapuram)","G. S. Reddy (SM/Thiruvananthapuram)",TRUE,TRUE,27.19,79.75
"BDMS-DISC-2026-03854","e-T351/DhanbadJn/2026/3854",,"2026-05-24","Dhanbad Jn","Madgaon","KRCL","Konkan Railway","Dhanbad Jn UP Main Line (Track 1)","LED","LED Signal Units","GR-14569","LED-001565","Power Supply IPS Module Replacement & Load Test","S&T Disconnection Notice",FALSE,45,45,37,0,82.2,"Pending Sanction",TRUE,TRUE,FALSE,,,FALSE,"Pravin Patil (SSE/Sig/Dhanbad Jn)","M. L. Sharma (SM/Dhanbad Jn)",TRUE,TRUE,18.24,94.17
"BDMS-DISC-2026-03855","e-T351/AsansolJn/2026/3855","e-T351-REC/AsansolJn/2026/3855","2025-10-27","Asansol Jn","Adra","SER","South Eastern Railway","Asansol Jn DN Goods Line (Track 1)","AXC","Axle Counters","GR-14628","AXC-000779","Color Light Signal Head Replacement & Aspect Checking","S&T Disconnection Notice",FALSE,60,60,47,0,78.3,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Sudhir Saxena (SSE/Sig/Asansol Jn)","B. R. Verma (SM/Asansol Jn)",TRUE,TRUE,14.12,82.13
"BDMS-DISC-2026-03856","e-T351/Visakhapatnam/2026/3856","e-T351-REC/Visakhapatnam/2026/3856","2025-09-29","Visakhapatnam","Tinsukia","NFR","Northeast Frontier Railway","Visakhapatnam UP Main Line (Track 1)","TRN","Train Detection System","GR-46064","TRN-001096","Point Machine Obstruction & Friction Clutch Test (G&SR 3.51)","Traffic Block & Disconnection",TRUE,60,60,53,0,88.3,"Reconnected (Fit for Traffic)",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Kishore Nath (SSE/Sig/Visakhapatnam)","R. N. Srivastava (SM/Visakhapatnam)",TRUE,TRUE,10.15,78.02
"BDMS-DISC-2026-03857","e-T351/AmbalaCantt/2026/3857",,"2026-06-03","Ambala Cantt","Malda","ER","Eastern Railway","Ambala Cantt UP Loop Line (Track 1)","AXC","Axle Counters","GR-26698","AXC-000664","Power Supply IPS Module Replacement & Load Test","S&T Disconnection Notice",FALSE,60,0,0,0,0,"Refused by Controller",FALSE,FALSE,FALSE,,,FALSE,"Lalit Mohan (SSE/Sig/Ambala Cantt)","K. P. Saxena (SM/Ambala Cantt)",FALSE,FALSE,31.82,92.83
"BDMS-DISC-2026-03858","e-T351/Bhubaneswar/2026/3858",,"2026-03-14","Bhubaneswar","Samastipur","ECR","East Central Railway","Bhubaneswar UP Loop Line (Track 3)","EI","Electronic Interlocking","GR-30643","EI-001292","Insulated Rail Joint (IRJ) End Post Replacement at Point","Joint Traffic Block (S&T + P-Way)",TRUE,90,0,0,0,0,"Refused by Controller",FALSE,FALSE,FALSE,,,FALSE,"Govind Ram (SSE/Sig/Bhubaneswar)","K. P. Saxena (SM/Bhubaneswar)",FALSE,FALSE,31.23,94.34
