"failure_id","failure_timestamp","failure_date","failure_hour","failure_month","station_code","division","zone_code","zone_name","failed_gear_type","failed_gear_type_name","gear_number","asset_id","severity","nature_of_fault","root_cause_category","environmental_factor","detection_method","detection_delay_minutes","detention_minutes","trains_affected","restoration_timestamp","restoration_duration_minutes","restoration_duration_formatted","restoration_action","attending_supervisor","reported_by","status","bdms_emergency_token","transfer_status","requested_block_minutes","traffic_impact","asset_age_years","asset_codal_expired","asset_make","is_monsoon_related","latitude","longitude","sensor_voltage_V","sensor_current_A","sensor_vibration_mm_s","sensor_temperature_C","sensor_humidity_pct","sensor_insulation_resistance_MOhm"
"SFR-006073","2026-01-16 13:27:00","2026-01-16",18,"Jan","Jabalpur Jn","Hubballi","SWR","South Western Railway","SF","Signal Failure","GR-78948","CLS-001415","High","Route relay logic failure in interlocking","Other","Fog","CMS Auto Alert",33,20,4,"2026-01-16 21:51:00",504,"8h 24m","Replaced faulty component and tested","Dinesh Prasad (JE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-SWR-06073","Emergency Block Granted in BDMS",60,"20m detention · 2 trains affected",15,FALSE,"Siemens",FALSE,33.15,73.06,25.35,0.77,0.34,32.33,42.75,207.59
"SFR-006074","2025-11-05 06:08:00","2025-11-05",11,"Nov","Malda Town","Bhopal","WCR","West Central Railway","SF","Signal Failure","GR-34214","CLS-001663","Medium","Approach lighting control circuit fault","Electrical","Normal","Station Master Report",2,11,5,"2025-11-05 06:37:00",29,"0h 29m","Cleaned and lubricated point machine mechanism","Shankar Dey (SSE/Sig)","JE/Sig","Restored",,"Pending Emergency Dispatch",45,"11m detention · 1 trains affected",28,TRUE,"Thales",FALSE,16.88,91.95,23.72,1.09,1.01,28.4,44.27,194.5
"SFR-006075","2026-07-23 16:10:00","2026-07-23",21,"Jul","Pune Jn","Agra","NCR","North Central Railway","TCF","Track Circuit Failure","GR-61952","TC-000490","Low","Track circuit feed-end transformer winding open","Electrical","Normal","Station Master Report",189,4,5,"2026-07-23 17:31:00",81,"1h 21m","Software reset and firmware update applied","Sunil Das (SSE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-NCR-06075","Emergency Block Granted in BDMS",60,"4m detention · 1 trains affected",20,FALSE,"Siemens",TRUE,33.34,81.86,11.91,0.11,1.3,35.44,80.63,47.09
"SFR-006076","2026-07-12 14:41:00","2026-07-12",20,"Jul","Madurai Jn","Lumding","NFR","Northeast Frontier Railway","PF","Point Failure","GR-40775","PNT-000455","Medium","Motor brush wear beyond acceptable limits","Mechanical","Heavy Rain","Station Master Report",17,14,5,"2026-07-12 16:51:00",130,"2h 10m","Realigned signal post and checked optical alignment","Jagdish Lal (JE/Sig)","SM/Station Master","Restored",,"Pending Emergency Dispatch",90,"14m detention · 1 trains affected",24,TRUE,"Thales",TRUE,32.94,94.49,109.15,2.32,4.58,43.37,81.66,146.32
"SFR-006077","2025-11-09 18:53:00","2025-11-09",0,"Nov","Jodhpur Jn","Nanded","SCR","South Central Railway","ACF","Axle Counter Failure","GR-39354","AXC-001677","Medium","Counting error due to high-speed train wheel bounce","Environmental","Normal","CMS Auto Alert",14,8,5,"2025-11-09 19:57:00",64,"1h 4m","Replaced damaged LED unit and checked aspect clarity","Shankar Dey (SSE/Sig)","Tech/Sig","Under Investigation",,"Pending Emergency Dispatch",90,"8m detention · 1 trains affected",4,FALSE,"Bombardier",FALSE,24.04,75.28,23.37,0.83,2.26,30.44,44.61,96.04
"SFR-006078","2026-06-12 03:05:00","2026-06-12",8,"Jun","New Delhi","Sambalpur","ECoR","East Coast Railway","ACF","Axle Counter Failure","GR-89229","AXC-000223","Critical","Reset failure after axle count mismatch","Other","Extreme Heat","CMS Auto Alert",2,4,2,"2026-06-12 03:24:00",19,"0h 19m","Replaced corroded relay contacts and tested pickup/drop values","Rajesh Kumar (JE/Sig)","Tech/Sig","Restored",,"Pending Emergency Dispatch",45,"4m detention · 1 trains affected",6,FALSE,"Kyosan",TRUE,25.25,75.22,24.39,1.13,2.97,42.85,73.64,112.29
"SFR-006079","2025-10-18 20:47:00","2025-10-18",2,"Oct","Vijayawada Jn","Izzatnagar","NER","North Eastern Railway","PF","Point Failure","GR-78172","PNT-001385","High","Internal gear mechanism jam due to foreign body","Other","Normal","Station Master Report",1,8,3,"2025-10-18 21:23:00",36,"0h 36m","Bypassed faulty section temporarily per safety protocol","Satish Chandra (JE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-NER-06079","Emergency Block Granted in BDMS",45,"8m detention · 1 trains affected",15,TRUE,"Alstom",FALSE,12.02,89.15,110.29,2.46,5.12,40.84,56.19,154.69
"SFR-006080","2026-06-06 03:11:00","2026-06-06",8,"Jun","Raipur Jn","Guntakal","SCR","South Central Railway","PF","Point Failure","GR-77172","PNT-000572","Low","Slide chair lubrication failure leading to stiff operation","Mechanical","Heavy Rain","CMS Auto Alert",1,17,2,"2026-06-06 04:13:00",62,"1h 2m","Restored from UPS backup and checked battery health","Amit Sharma (JE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-SCR-06080","Emergency Block Granted in BDMS",45,"17m detention · 1 trains affected",22,TRUE,"HBL",TRUE,19.47,91.35,107.71,2.51,3.87,52.37,72.64,159.14
"SFR-006081","2026-04-14 02:35:00","2026-04-14",8,"Apr","Kota Jn","Vadodara","WR","Western Railway","EIF","Electronic Interlocking Failure","GR-68153","EI-000309","Medium","Software bug in route-setting logic causing lockout","Software/Communication","Cyclone","Control Room Observation",18,61,8,"2026-04-14 05:01:00",146,"2h 26m","Earthing resistance improved to below 1 ohm","Rakesh Jha (JE/Sig)","JE/Sig","Restored","BDMS-EMG-2026-WR-06081","Emergency Block Granted in BDMS",60,"61m detention · 6 trains affected",16,FALSE,"BHEL",FALSE,32.53,87.93,23.89,5.08,0,43.73,35.64,1000.01
"SFR-006082","2026-09-13 14:49:00","2026-09-13",20,"Sept","Surat","Asansol","ER","Eastern Railway","PSF","Power Supply Failure","GR-88475","PWR-001673","Low","DG set auto-start failure during mains outage","Other","Normal","CMS Auto Alert",35,11,5,"2026-09-13 15:06:00",17,"0h 17m","Rewired terminal connections and megger tested","Kamlesh Joshi (JE/Sig)","Tech/Sig","Restored",,"Pending Emergency Dispatch",45,"11m detention · 1 trains affected",18,TRUE,"GE Transportation",TRUE,23.37,84.79,220.75,15.08,0.21,47,77.21,40.71
"SFR-006083","2026-08-08 08:14:00","2026-08-08",13,"Aug","Agra Cantt","Solapur","CR","Central Railway","CF","Cable Fault","GR-71083","CBL-000685","Medium","Armoured cable corrosion in coastal/saline environment","Aging/Degradation","Storm/Lightning","Station Master Report",14,20,3,"2026-08-08 10:54:00",160,"2h 40m","Rewired terminal connections and megger tested","Jagdish Lal (SSE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-CR-06083","Emergency Block Granted in BDMS",90,"20m detention · 2 trains affected",30,TRUE,"Alstom",TRUE,31.71,81.76,,,,31.32,94.61,108.27
"SFR-006084","2026-02-12 16:25:00","2026-02-12",21,"Feb","Jabalpur Jn","Tiruchchirapalli","SR","Southern Railway","TCF","Track Circuit Failure","GR-07449","TC-000989","Low","Wet ballast causing short circuit and false occupancy","Environmental","Extreme Heat","CMS Auto Alert",28,39,7,"2026-02-12 17:29:00",64,"1h 4m","Replaced faulty component and tested","Ajay Thakur (JE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-SR-06084","Emergency Block Granted in BDMS",90,"39m detention · 3 trains affected",21,TRUE,"Hitachi",FALSE,9.89,87.56,12.5,0.25,1.37,32.98,53.47,52.07
"SFR-006085","2026-04-12 18:54:00","2026-04-12",0,"Apr","Malda Town","Bhopal","WCR","West Central Railway","SF","Signal Failure","GR-34214","CLS-001663","Low","Phantom signal due to sun reflection (sun-phantom effect)","Other","Normal","Station Master Report",99,66,9,"2026-04-12 19:32:00",38,"0h 38m","Applied waterproofing sealant to cable joints","Raghav Pandey (JE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-WCR-06085","Emergency Block Granted in BDMS",90,"66m detention · 6 trains affected",28,TRUE,"Thales",FALSE,16.88,91.95,24.35,0.89,0.7,41.98,45.26,205.12
"SFR-006086","2025-12-05 03:48:00","2025-12-05",9,"Dec","Nanded","Salem","SR","Southern Railway","TCF","Track Circuit Failure","GR-50900","TC-001728","Medium","Track circuit feed-end transformer winding open","Electrical","Normal","Driver Report",28,124,17,"2025-12-05 04:44:00",56,"0h 56m","Replaced faulty component and tested","Harish Menon (SSE/Sig)","JE/Sig","Restored","BDMS-EMG-2026-SR-06086","Emergency Block Granted in BDMS",90,"124m detention · 12 trains affected",13,FALSE,"Siemens",FALSE,15.07,81.83,11.61,0.31,2.7,26.68,51.01,38.62
"SFR-006087","2025-09-25 04:35:00","2025-09-25",10,"Sept","Nanded","Rangiya","NFR","Northeast Frontier Railway","TCF","Track Circuit Failure","GR-22796","TC-000725","Low","Wet ballast causing short circuit and false occupancy","Environmental","Heavy Rain","CMS Auto Alert",12,10,3,"2025-09-25 06:16:00",101,"1h 41m","Reset axle counter system and verified count accuracy","Ajay Thakur (SSE/Sig)","JE/Sig","Restored","BDMS-EMG-2026-NFR-06087","Emergency Block Granted in BDMS",45,"10m detention · 1 trains affected",14,FALSE,"HBL",TRUE,9.56,76.98,12.08,0.26,2.13,36.65,77.95,58.11
"SFR-006088","2026-05-28 06:42:00","2026-05-28",12,"May","Wadi Jn","Madurai","SR","Southern Railway","PF","Point Failure","GR-86158","PNT-001026","Medium","Motor brush wear beyond acceptable limits","Mechanical","Fog","CMS Auto Alert",21,76,13,"2026-05-28 07:10:00",28,"0h 28m","Replaced damaged LED unit and checked aspect clarity","Kishore Nath (SSE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-SR-06088","Emergency Block Granted in BDMS",60,"76m detention · 7 trains affected",24,TRUE,"Siemens",FALSE,27.68,83.29,112.76,2.69,3.05,53.23,54.17,137.93
"SFR-006089","2025-11-05 22:51:00","2025-11-05",4,"Nov","Jodhpur Jn","Tinsukia","NFR","Northeast Frontier Railway","PF","Point Failure","GR-04006","PNT-000379","High","Debris obstruction between switch rail and stock rail","Contamination","Fog","Station Master Report",9,16,4,"2025-11-06 02:26:00",215,"3h 35m","Applied waterproofing sealant to cable joints","Vinod Reddy (JE/Sig)","Control Room","Restored","BDMS-EMG-2026-NFR-06089","Emergency Block Granted in BDMS",45,"16m detention · 1 trains affected",25,TRUE,"BHEL",FALSE,9.72,78.11,111.28,2.57,4.64,33.75,51.78,151.6
"SFR-006090","2026-01-27 00:45:00","2026-01-27",6,"Jan","Ambala Cantt","Madgaon","KRCL","Konkan Railway","TCF","Track Circuit Failure","GR-09169","TC-000711","Critical","Cable insulation breakdown due to moisture ingress","Environmental","Normal","SSE/JE Patrol",24,46,7,"2026-01-27 01:36:00",51,"0h 51m","Re-terminated cable at location box and tested","Suresh Yadav (JE/Sig)","JE/Sig","Restored",,"Pending Emergency Dispatch",45,"46m detention · 4 trains affected",22,TRUE,"Siemens",FALSE,9.82,81.31,11.92,0.2,1.55,31.54,48.73,47.92
"SFR-006091","2026-07-01 07:02:00","2026-07-01",12,"Jul","Asansol Jn","Bilaspur","SECR","South East Central Railway","TCF","Track Circuit Failure","GR-80351","TC-001723","High","Relay contact oxidation causing intermittent drop","Other","Heavy Rain","CMS Auto Alert",11,9,3,"2026-07-01 07:38:00",36,"0h 36m","Earthing resistance improved to below 1 ohm","Baldev Arora (JE/Sig)","Control Room","Restored","BDMS-EMG-2026-SECR-06091","Emergency Block Granted in BDMS",30,"9m detention · 1 trains affected",4,FALSE,"Hitachi",TRUE,12.11,74.32,12.11,0.21,2.76,38.96,91.12,46
"SFR-006092","2026-09-30 16:37:00","2026-09-30",22,"Sept","Asansol Jn","Salem","SR","Southern Railway","PF","Point Failure","GR-77944","PNT-000618","Medium","Friction clutch torque exceeded due to heavy contamination","Mechanical","Heavy Rain","CMS Auto Alert",8,61,9,"2026-09-30 18:04:00",87,"1h 27m","Replaced detection rod and adjusted stroke","Manoj Verma (JE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-SR-06092","Emergency Block Granted in BDMS",60,"61m detention · 6 trains affected",5,FALSE,"Medha",TRUE,28.47,74.38,104,2.59,3.42,40.94,76.1,143.74
"SFR-006093","2026-06-20 16:31:00","2026-06-20",22,"Jun","Patna Jn","Agra","NCR","North Central Railway","TCF","Track Circuit Failure","GR-26443","TC-001714","Medium","Insulated rail joint (IRJ) failure bridging track sections","Other","Flooding","IoT Sensor Alert",728,91,12,"2026-06-20 19:12:00",161,"2h 41m","Replaced damaged LED unit and checked aspect clarity","Vinod Reddy (JE/Sig)","Control Room","Restored","BDMS-EMG-2026-NCR-06093","Emergency Block Granted in BDMS",45,"91m detention · 9 trains affected",17,FALSE,"Siemens",TRUE,8.71,72.22,11.76,-0.01,0.38,43.21,76.42,35.97
"SFR-006094","2025-11-08 11:58:00","2025-11-08",17,"Nov","Secunderabad Jn","Rangiya","NFR","Northeast Frontier Railway","PSF","Power Supply Failure","GR-86721","PWR-000692","Low","Voltage regulator malfunction causing over-voltage condition","Electrical","Extreme Heat","SSE/JE Patrol",16,15,5,"2025-11-08 12:28:00",30,"0h 30m","Replaced corroded relay contacts and tested pickup/drop values","Nitin Agarwal (JE/Sig)","JE/Sig","Restored","BDMS-EMG-2026-NFR-06094","Emergency Block Granted in BDMS",90,"15m detention · 1 trains affected",9,FALSE,"Medha",FALSE,25.64,79.69,235.69,14.86,0.21,39.07,43.12,37.1
"SFR-006095","2026-08-27 01:58:00","2026-08-27",7,"Aug","Pune Jn","Danapur","ECR","East Central Railway","TCF","Track Circuit Failure","GR-72825","TC-001234","High","Relay contact oxidation causing intermittent drop","Other","Heavy Rain","CMS Auto Alert",133,55,9,"2026-08-27 03:32:00",94,"1h 34m","Replaced damaged LED unit and checked aspect clarity","Krishna Murthy (JE/Sig)","SSE/Sig","Restored",,"Pending Emergency Dispatch",90,"55m detention · 5 trains affected",24,TRUE,"GE Transportation",TRUE,29.35,92.59,12.28,0.33,1.02,37.2,82.39,49.26
"SFR-006096","2025-09-03 16:32:00","2025-09-03",22,"Sept","Surat","Danapur","ECR","East Central Railway","TCF","Track Circuit Failure","GR-86303","TC-001975","Medium","Relay contact oxidation causing intermittent drop","Other","Storm/Lightning","IoT Sensor Alert",14,22,7,"2025-09-03 19:23:00",171,"2h 51m","Replaced damaged LED unit and checked aspect clarity","Rajan Pillai (SSE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-ECR-06096","Emergency Block Granted in BDMS",90,"22m detention · 2 trains affected",13,FALSE,"Bombardier",TRUE,23.85,70.37,11.64,-0.03,0.41,35.59,77.22,40.5
"SFR-006097","2025-10-26 04:01:00","2025-10-26",9,"Oct","Patna Jn","Mughalsarai","ECR","East Central Railway","PF","Point Failure","GR-66794","PNT-001335","Critical","Internal gear mechanism jam due to foreign body","Other","Normal","CMS Auto Alert",7,52,10,"2025-10-26 04:52:00",51,"0h 51m","Rewired terminal connections and megger tested","Govind Ram (JE/Sig)","SM/Station Master","Restored",,"Pending Emergency Dispatch",60,"52m detention · 5 trains affected",23,TRUE,"Hitachi",FALSE,9.97,87.85,111.23,2.36,5.24,37.36,61.76,165.26
"SFR-006098","2025-11-03 08:54:00","2025-11-03",14,"Nov","Firozpur Jn","Ajmer","NWR","North Western Railway","SF","Signal Failure","GR-93062","CLS-000234","High","Approach lighting control circuit fault","Electrical","Extreme Heat","Control Room Observation",13,75,12,"2025-11-03 09:24:00",30,"0h 30m","Replaced faulty component and tested","Rajan Pillai (JE/Sig)","CMS Alert","Restored",,"Pending Emergency Dispatch",60,"75m detention · 7 trains affected",11,FALSE,"HBL",FALSE,25.22,76.15,24.15,0.66,0.28,26.55,42.31,194.5
"SFR-006099","2025-09-05 00:11:00","2025-09-05",5,"Sept","Ajmer Jn","Bengaluru","SWR","South Western Railway","TCF","Track Circuit Failure","GR-23349","TC-000542","Medium","Rail head contamination from rust preventing wheel shunt","Contamination","Fog","CMS Auto Alert",15,2,1,"2025-09-05 00:26:00",15,"0h 15m","Re-terminated cable at location box and tested","Pradeep Singh (JE/Sig)","SM/Station Master","Restored",,"Pending Emergency Dispatch",45,"2m detention · 1 trains affected",29,TRUE,"Hitachi",TRUE,25.87,78.12,12.09,0.19,0.12,38.04,80.61,51.66
"SFR-006100","2026-02-12 15:23:00","2026-02-12",20,"Feb","Surat","Lucknow","NER","North Eastern Railway","PF","Point Failure","GR-54423","PNT-001885","Medium","Ballast accumulation preventing full stroke movement","Contamination","Normal","CMS Auto Alert",9,3,5,"2026-02-12 16:33:00",70,"1h 10m","Restored power supply from alternate IPS source","Suresh Yadav (SSE/Sig)","Control Room","Restored","BDMS-EMG-2026-NER-06100","Emergency Block Granted in BDMS",60,"3m detention · 1 trains affected",24,TRUE,"HBL",FALSE,32.58,69.72,103.47,2.42,2.76,39.83,47.27,155.74
"SFR-006101","2025-12-10 01:38:00","2025-12-10",7,"Dec","Howrah Jn","Varanasi","NER","North Eastern Railway","RF","Relay Failure","GR-54029","RLY-001023","Medium","Relay room temperature exceeding 45°C causing drift","Thermal","Fog","Station Master Report",11,21,4,"2025-12-10 06:03:00",265,"4h 25m","Replaced corroded relay contacts and tested pickup/drop values","Anand Mehta (JE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-NER-06101","Emergency Block Granted in BDMS",90,"21m detention · 2 trains affected",16,FALSE,"Siemens",FALSE,17.31,84.81,23.72,0.05,0.31,30.18,33.72,505.36
"SFR-006102","2026-07-21 13:39:00","2026-07-21",19,"Jul","Thiruvananthapuram","Solapur","CR","Central Railway","PSF","Power Supply Failure","GR-11060","PWR-000233","Medium","Battery bank cell failure reducing backup capacity","Other","Storm/Lightning","SSE/JE Patrol",46,10,2,"2026-07-21 14:14:00",35,"0h 35m","Applied waterproofing sealant to cable joints","Shankar Dey (JE/Sig)","SSE/Sig","Restored",,"Pending Emergency Dispatch",30,"10m detention · 1 trains affected",16,TRUE,"Medha",TRUE,20.06,90.9,249.2,14.79,0.49,47.39,76.81,54.4
"SFR-006103","2026-06-04 17:32:00","2026-06-04",23,"Jun","Kazipet Jn","Delhi","NR","Northern Railway","SF","Signal Failure","GR-85462","CLS-001503","High","Signal post tilt beyond 3 degrees due to soil erosion","Other","Heavy Rain","CMS Auto Alert",93,55,10,"2026-06-04 20:15:00",163,"2h 43m","Replaced detection rod and adjusted stroke","Raghav Pandey (JE/Sig)","Tech/Sig","Restored",,"Pending Emergency Dispatch",90,"55m detention · 5 trains affected",16,FALSE,"Hitachi",TRUE,14.87,75.79,23.67,0.56,0.59,42.56,65.17,190.38
"SFR-006104","2026-07-24 17:51:00","2026-07-24",23,"Jul","Vadodara Jn","Moradabad","NR","Northern Railway","TCF","Track Circuit Failure","GR-32023","TC-000317","Medium","Cable insulation breakdown due to moisture ingress","Environmental","Normal","CMS Auto Alert",34,18,2,"2026-07-24 18:06:00",15,"0h 15m","Replaced detection rod and adjusted stroke","Bharat Bhushan (SSE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-NR-06104","Emergency Block Granted in BDMS",90,"18m detention · 1 trains affected",5,FALSE,"Thales",TRUE,14.46,72.95,11.87,0.06,1.6,39.47,87.82,61.74
"SFR-006105","2026-08-05 03:45:00","2026-08-05",9,"Aug","Kazipet Jn","Ranchi","SER","South Eastern Railway","EIF","Electronic Interlocking Failure","GR-77345","EI-000986","Medium","Software bug in route-setting logic causing lockout","Software/Communication","Heavy Rain","CMS Auto Alert",68,30,7,"2026-08-05 04:30:00",45,"0h 45m","Replaced faulty component and tested","Sudhir Saxena (JE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-SER-06105","Emergency Block Granted in BDMS",45,"30m detention · 3 trains affected",31,TRUE,"Bombardier",TRUE,9.97,72.27,23.9,5.17,0.86,31.75,59.15,991.95
"SFR-006106","2025-10-10 22:35:00","2025-10-10",4,"Oct","Hubli Jn","Izzatnagar","NER","North Eastern Railway","PF","Point Failure","GR-37281","PNT-000616","Critical","Friction clutch torque exceeded due to heavy contamination","Mechanical","Extreme Heat","CMS Auto Alert",39,9,4,"2025-10-10 23:26:00",51,"0h 51m","Re-terminated cable at location box and tested","Ganesh Iyer (JE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-NER-06106","Emergency Block Granted in BDMS",45,"9m detention · 1 trains affected",25,TRUE,"HBL",FALSE,23.07,92.18,111.1,2.51,4.76,38.72,56.75,157.48
"SFR-006107","2025-10-29 18:13:00","2025-10-29",23,"Oct","Asansol Jn","Chakradharpur","SER","South Eastern Railway","SF","Signal Failure","GR-57145","CLS-001058","Critical","LED unit failure causing blank signal aspect","Other","Normal","CMS Auto Alert",9,10,1,"2025-10-29 20:31:00",138,"2h 18m","Restored from UPS backup and checked battery health","Shankar Dey (JE/Sig)","JE/Sig","Restored","BDMS-EMG-2026-SER-06107","Emergency Block Granted in BDMS",45,"10m detention · 1 trains affected",6,FALSE,"HBL",FALSE,23.81,70.03,25.21,0.8,0.05,34.23,57.11,200.43
"SFR-006108","2025-10-05 21:20:00","2025-10-05",2,"Oct","Mysuru Jn","Malda","ER","Eastern Railway","CF","Cable Fault","GR-84308","CBL-000371","Medium","Cable theft at isolated location between stations","External/Vandalism","Normal","IoT Sensor Alert",5,25,7,"2025-10-05 22:05:00",45,"0h 45m","Replaced detection rod and adjusted stroke","Ravi Shankar (SSE/Sig)","SSE/Sig","Restored","BDMS-EMG-2026-ER-06108","Emergency Block Granted in BDMS",45,"25m detention · 2 trains affected",4,FALSE,"BHEL",FALSE,27.55,76.85,,,,30.21,70.07,102.05
"SFR-006109","2025-10-01 16:32:00","2025-10-01",22,"Oct","Vijayawada Jn","Bilaspur","SECR","South East Central Railway","PF","Point Failure","GR-06946","PNT-000445","Medium","Internal gear mechanism jam due to foreign body","Other","Normal","SSE/JE Patrol",3,28,5,"2025-10-01 17:21:00",49,"0h 49m","Rewired terminal connections and megger tested","Jagdish Lal (SSE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-SECR-06109","Emergency Block Granted in BDMS",30,"28m detention · 2 trains affected",5,FALSE,"Bombardier",FALSE,10.36,91.02,107.47,2.64,4.59,39.85,54.77,151.54
"SFR-006110","2026-07-02 03:32:00","2026-07-02",9,"Jul","Nagpur Jn","Rajkot","WR","Western Railway","PSF","Power Supply Failure","GR-92854","PWR-000514","Medium","DG set auto-start failure during mains outage","Other","Normal","CMS Auto Alert",9,73,10,"2026-07-02 04:09:00",37,"0h 37m","Applied waterproofing sealant to cable joints","Bharat Bhushan (SSE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-WR-06110","Emergency Block Granted in BDMS",30,"73m detention · 7 trains affected",23,TRUE,"Medha",TRUE,11.04,72.43,232.08,15.13,0.58,48.21,75.06,56.31
"SFR-006111","2026-09-08 06:26:00","2026-09-08",11,"Sept","Guntakal Jn","Nagpur","SECR","South East Central Railway","PSF","Power Supply Failure","GR-21488","PWR-000416","High","Voltage regulator malfunction causing over-voltage condition","Electrical","Heavy Rain","SSE/JE Patrol",13,3,0,"2026-09-08 06:47:00",21,"0h 21m","Reset axle counter system and verified count accuracy","Kamlesh Joshi (JE/Sig)","SSE/Sig","Restored",,"Pending Emergency Dispatch",90,"3m detention · 1 trains affected",24,TRUE,"Medha",TRUE,11.33,92.14,233.35,14.9,0.35,46.69,68.81,42.2
"SFR-006112","2025-09-07 21:03:00","2025-09-07",2,"Sept","Jabalpur Jn","Bhavnagar","WR","Western Railway","RF","Relay Failure","GR-24804","RLY-000883","Medium","Spring tension loss causing sluggish pickup","Other","Normal","CMS Auto Alert",53,6,5,"2025-09-07 22:01:00",58,"0h 58m","Re-terminated cable at location box and tested","Govind Ram (SSE/Sig)","SM/Station Master","Restored","BDMS-EMG-2026-WR-06112","Emergency Block Granted in BDMS",45,"6m detention · 1 trains affected",16,FALSE,"Hitachi",TRUE,14.43,85.74,24.3,0.02,0.72,36.64,63.33,489.9
"SFR-006113","2025-09-26 21:17:00","2025-09-26",2,"Sept","Hubli Jn","Dhanbad","ECR","East Central Railway","TCF","Track Circuit Failure","GR-18513","TC-001295","Medium","Cable insulation breakdown due to moisture ingress","Environmental","Storm/Lightning","CMS Auto Alert",26,54,10,"2025-09-27 00:23:00",186,"3h 6m","Restored from UPS backup and checked battery health","Vikram Patel (JE/Sig)","Tech/Sig","Restored","BDMS-EMG-2026-ECR-06113","Emergency Block Granted in BDMS",30,"54m detention · 5 trains affected",2,FALSE,"Siemens",TRUE,25.45,86.48,11.91,0.07,1.13,34.73,83.15,50.3
"SFR-006114","2025-09-08 17:23:00","2025-09-08",22,"Sept","Wadi Jn","Lucknow","NER","North Eastern Railway","TCF","Track Circuit Failure","GR-78621","TC-000561","High","Tuning unit capacitor failure changing resonant frequency","Other","Heavy Rain","Control Room Observation",10,90,13,"2025-09-08 18:02:00",39,"0h 39m","OFC splicing done and OTDR tested for loss","Ashok Rao (JE/Sig)","Control Room","Restored","BDMS-EMG-2026-NER-06114","Emergency Block Granted in BDMS",90,"90m detention · 9 trains affected",23,TRUE,"Medha",TRUE,11.74,85.96,11.92,0.28,0,34.8,85.98,46.57
"SFR-006115","2026-09-17 13:12:00","2026-09-17",18,"Sept","Kharagpur Jn","Sambalpur","ECoR","East Coast Railway","TCF","Track Circuit Failure","GR-00182","TC-001899","High","Ballast resistance drop below 2 ohm-km threshold","Contamination","Storm/Lightning","Station Master Report",60,10,3,"2026-09-17 13:27:00",15,"0h 15m","Restored from UPS backup and checked battery health","Krishna Murthy (JE/Sig)","CMS Alert","Restored","BDMS-EMG-2026-ECoR-06115","Emergency Block Granted in BDMS",60,"10m detention · 1 trains affected",28,TRUE,"Alstom",TRUE,16.95,75.27,11.72,0.29,2.45,38.91,80.11,54.86
"SFR-006116","2026-02-26 06:24:00","2026-02-26",11,"Feb","Nagpur Jn","Delhi","NR","Northern Railway","PF","Point Failure","GR-30706","PNT-000610","High","Internal gear mechanism jam due to foreign body","Other","Cyclone","Station Master Report",12,20,6,"2026-02-26 07:41:00",77,"1h 17m","Bypassed faulty section temporarily per safety protocol","Vikram Patel (SSE/Sig)","CMS Alert","Restored",,"Pending Emergency Dispatch",45,"20m detention · 2 trains affected",4,FALSE,"Kyosan",FALSE,20.37,91.99,108.92,2.39,5.7,37.93,50.72,156.83
"SFR-006117","2026-09-20 22:10:00","2026-09-20",3,"Sept","Nanded","Salem","SR","Southern Railway","TCF","Track Circuit Failure","GR-50900","TC-001728","Medium","Bond wire high resistance due to corroded weld","Other","Extreme Heat","CMS Auto Alert",4,15,5,"2026-09-21 01:45:00",215,"3h 35m","Restored power supply from alternate IPS source","Pankaj Dubey (JE/Sig)","JE/Sig","Restored","BDMS-EMG-2026-SR-06117","Emergency Block Granted in BDMS",60,"15m detention · 1 trains affected",13,FALSE,"Siemens",TRUE,15.07,81.83,11.67,0.26,0.76,36.57,82.52,51.38
"SFR-006118","2026-06-11 12:06:00","2026-06-11",17,"Jun","Thiruvananthapuram","Sonpur","ECR","East Central Railway","PF","Point Failure","GR-66840","PNT-001220","High","Thermal expansion causing rail creep and point misalignment","Thermal","Storm/Lightning","CMS Auto Alert",3,47,10,"2026-06-11 14:22:00",136,"2h 16m","Replaced blown fuse and checked entire circuit","Jagdish Lal (JE/Sig)","SSE/Sig","Restored",,"Pending Emergency Dispatch",30,"47m detention · 4 trains affected",9,FALSE,"Bombardier",TRUE,19.48,87.82,113.62,2.68,3.71,52.23,71.64,144.96
